label,state,estimate,moe,percent,percent moe,year
"$150,000 to $199,999",Alaska,15578.0,653.0,6.3,0.3,2010
"$200,000 or more",Alaska,11313.0,565.0,4.6,0.2,2010
    Median household income (dollars),Alaska,66521.0,642.0,,,2010
    Mean household income (dollars),Alaska,82091.0,921.0,,,2010
    With earnings,Alaska,219571.0,1689.0,88.4,0.3,2010
        Mean earnings (dollars),Alaska,76891.0,956.0,,,2010
    With Social Security,Alaska,44041.0,712.0,17.7,0.3,2010
        Mean Social Security income (dollars),Alaska,14409.0,257.0,,,2010
    With retirement income,Alaska,42456.0,1035.0,17.1,0.4,2010
        Mean retirement income (dollars),Alaska,27187.0,951.0,,,2010
    With Supplemental Security Income,Alaska,7981.0,553.0,3.2,0.2,2010
        Mean Supplemental Security Income (dollars),Alaska,7740.0,328.0,,,2010
    With cash public assistance income,Alaska,15833.0,786.0,6.4,0.3,2010
        Mean cash public assistance income (dollars),Alaska,4041.0,193.0,,,2010
With Food Stamp/SNAP benefits in the past 12 months,Alaska,21968.0,815.0,8.8,0.3,2010
    Families,Alaska,168684.0,1846.0,100.0,,2010
"Less than $10,000",Alaska,4604.0,420.0,2.7,0.2,2010
"$10,000 to $14,999",Alaska,3721.0,365.0,2.2,0.2,2010
"$15,000 to $24,999",Alaska,9018.0,664.0,5.3,0.4,2010
"$25,000 to $34,999",Alaska,12872.0,724.0,7.6,0.4,2010
"$35,000 to $49,999",Alaska,18340.0,837.0,10.9,0.5,2010
"$50,000 to $74,999",Alaska,32306.0,1147.0,19.2,0.6,2010
"$75,000 to $99,999",Alaska,28484.0,829.0,16.9,0.5,2010
"$100,000 to $149,999",Alaska,36112.0,1060.0,21.4,0.6,2010
"$150,000 to $199,999",Alaska,13446.0,586.0,8.0,0.3,2010
"$200,000 or more",Alaska,9781.0,512.0,5.8,0.3,2010
    Median family income (dollars),Alaska,77886.0,1027.0,,,2010
    Mean family income (dollars),Alaska,93053.0,1312.0,,,2010
    Per capita income (dollars),Alaska,30726.0,336.0,,,2010
    Nonfamily households,Alaska,79564.0,1479.0,100.0,,2010
    Median nonfamily income (dollars),Alaska,42502.0,1002.0,,,2010
    Mean nonfamily income (dollars),Alaska,53784.0,975.0,,,2010
    Median earnings for workers (dollars),Alaska,32389.0,339.0,,,2010
"    Median earnings for male full-time, year-round workers (dollars)",Alaska,53558.0,706.0,,,2010
"    Median earnings for female full-time, year-round workers (dollars)",Alaska,40434.0,543.0,,,2010
    Total households,Arizona,2326468.0,7863.0,100.0,,2010
"Less than $10,000",Arizona,163071.0,3167.0,7.0,0.1,2010
"$10,000 to $14,999",Arizona,119317.0,2247.0,5.1,0.1,2010
"$15,000 to $24,999",Arizona,251762.0,3240.0,10.8,0.1,2010
"$25,000 to $34,999",Arizona,263031.0,3912.0,11.3,0.2,2010
"$35,000 to $49,999",Arizona,355659.0,4201.0,15.3,0.2,2010
"$50,000 to $74,999",Arizona,446445.0,4525.0,19.2,0.2,2010
"$75,000 to $99,999",Arizona,286189.0,3629.0,12.3,0.1,2010
"$100,000 to $149,999",Arizona,275283.0,3695.0,11.8,0.1,2010
"$150,000 to $199,999",Arizona,85914.0,1721.0,3.7,0.1,2010
"$200,000 or more",Arizona,79797.0,1659.0,3.4,0.1,2010
    Median household income (dollars),Arizona,50448.0,217.0,,,2010
    Mean household income (dollars),Arizona,67436.0,289.0,,,2010
    With earnings,Arizona,1820138.0,7508.0,78.2,0.1,2010
        Mean earnings (dollars),Arizona,67643.0,293.0,,,2010
    With Social Security,Arizona,665979.0,3881.0,28.6,0.1,2010
        Mean Social Security income (dollars),Arizona,16258.0,74.0,,,2010
    With retirement income,Arizona,439525.0,4330.0,18.9,0.2,2010
        Mean retirement income (dollars),Arizona,22890.0,288.0,,,2010
    With Supplemental Security Income,Arizona,74011.0,1933.0,3.2,0.1,2010
        Mean Supplemental Security Income (dollars),Arizona,8658.0,149.0,,,2010
    With cash public assistance income,Arizona,51253.0,1409.0,2.2,0.1,2010
        Mean cash public assistance income (dollars),Arizona,3257.0,111.0,,,2010
With Food Stamp/SNAP benefits in the past 12 months,Arizona,212791.0,3171.0,9.1,0.1,2010
    Families,Arizona,1542305.0,8700.0,100.0,,2010
"Less than $10,000",Arizona,74956.0,1758.0,4.9,0.1,2010
"$10,000 to $14,999",Arizona,50324.0,1628.0,3.3,0.1,2010
"$15,000 to $24,999",Arizona,130609.0,2427.0,8.5,0.2,2010
"$25,000 to $34,999",Arizona,155780.0,2869.0,10.1,0.2,2010
"$35,000 to $49,999",Arizona,225431.0,3560.0,14.6,0.2,2010
"$50,000 to $74,999",Arizona,316972.0,4393.0,20.6,0.2,2010
"$75,000 to $99,999",Arizona,222237.0,3025.0,14.4,0.2,2010
"$100,000 to $149,999",Arizona,224768.0,3321.0,14.6,0.2,2010
"$150,000 to $199,999",Arizona,72658.0,1648.0,4.7,0.1,2010
"$200,000 or more",Arizona,68570.0,1570.0,4.4,0.1,2010
    Median family income (dollars),Arizona,59840.0,323.0,,,2010
    Mean family income (dollars),Arizona,77127.0,377.0,,,2010
    Per capita income (dollars),Arizona,25680.0,122.0,,,2010
    Nonfamily households,Arizona,784163.0,5236.0,100.0,,2010
    Median nonfamily income (dollars),Arizona,33003.0,325.0,,,2010
    Mean nonfamily income (dollars),Arizona,45232.0,492.0,,,2010
    Median earnings for workers (dollars),Arizona,29573.0,192.0,,,2010
"    Median earnings for male full-time, year-round workers (dollars)",Arizona,44021.0,291.0,,,2010
"    Median earnings for female full-time, year-round workers (dollars)",Arizona,35675.0,192.0,,,2010
    Total households,Arkansas,1117154.0,4134.0,100.0,,2010
"Less than $10,000",Arkansas,110110.0,2188.0,9.9,0.2,2010
"$10,000 to $14,999",Arkansas,86244.0,2101.0,7.7,0.2,2010
"$15,000 to $24,999",Arkansas,161759.0,2734.0,14.5,0.2,2010
"$25,000 to $34,999",Arkansas,145279.0,2653.0,13.0,0.2,2010
"$35,000 to $49,999",Arkansas,175890.0,2546.0,15.7,0.2,2010
"$50,000 to $74,999",Arkansas,198443.0,2732.0,17.8,0.2,2010
"$75,000 to $99,999",Arkansas,108197.0,2037.0,9.7,0.2,2010
"$100,000 to $149,999",Arkansas,86543.0,1822.0,7.7,0.2,2010
"$150,000 to $199,999",Arkansas,24030.0,1116.0,2.2,0.1,2010
"$200,000 or more",Arkansas,20659.0,979.0,1.8,0.1,2010
    Median household income (dollars),Arkansas,39267.0,283.0,,,2010
    Mean household income (dollars),Arkansas,53253.0,383.0,,,2010
    With earnings,Arkansas,844974.0,3958.0,75.6,0.2,2010
        Mean earnings (dollars),Arkansas,54549.0,398.0,,,2010
    With Social Security,Arkansas,371365.0,2734.0,33.2,0.2,2010
        Mean Social Security income (dollars),Arkansas,14664.0,63.0,,,2010
    With retirement income,Arkansas,193963.0,2337.0,17.4,0.2,2010
        Mean retirement income (dollars),Arkansas,17331.0,361.0,,,2010
    With Supplemental Security Income,Arkansas,59868.0,1555.0,5.4,0.1,2010
        Mean Supplemental Security Income (dollars),Arkansas,7288.0,125.0,,,2010
    With cash public assistance income,Arkansas,20237.0,889.0,1.8,0.1,2010
        Mean cash public assistance income (dollars),Arkansas,2711.0,140.0,,,2010
With Food Stamp/SNAP benefits in the past 12 months,Arkansas,140510.0,2459.0,12.6,0.2,2010
    Families,Arkansas,762763.0,4435.0,100.0,,2010
"Less than $10,000",Arkansas,44829.0,1511.0,5.9,0.2,2010
"$10,000 to $14,999",Arkansas,35009.0,1461.0,4.6,0.2,2010
"$15,000 to $24,999",Arkansas,93379.0,1941.0,12.2,0.3,2010
"$25,000 to $34,999",Arkansas,94332.0,2253.0,12.4,0.3,2010
"$35,000 to $49,999",Arkansas,125297.0,2250.0,16.4,0.3,2010
"$50,000 to $74,999",Arkansas,158304.0,2453.0,20.8,0.3,2010
"$75,000 to $99,999",Arkansas,93643.0,1980.0,12.3,0.2,2010
"$100,000 to $149,999",Arkansas,77578.0,1837.0,10.2,0.2,2010
"$150,000 to $199,999",Arkansas,21831.0,1021.0,2.9,0.1,2010
"$200,000 or more",Arkansas,18561.0,850.0,2.4,0.1,2010
    Median family income (dollars),Arkansas,48491.0,372.0,,,2010
    Mean family income (dollars),Arkansas,62497.0,479.0,,,2010
    Per capita income (dollars),Arkansas,21274.0,151.0,,,2010
    Nonfamily households,Arkansas,354391.0,3501.0,100.0,,2010
    Median nonfamily income (dollars),Arkansas,22039.0,289.0,,,2010
    Mean nonfamily income (dollars),Arkansas,31538.0,478.0,,,2010
    Median earnings for workers (dollars),Arkansas,24084.0,209.0,,,2010
"    Median earnings for male full-time, year-round workers (dollars)",Arkansas,37904.0,420.0,,,2010
"    Median earnings for female full-time, year-round workers (dollars)",Arkansas,28559.0,309.0,,,2010
    Total households,California,12392852.0,22329.0,100.0,,2010
"Less than $10,000",California,658672.0,6172.0,5.3,0.1,2010
"$10,000 to $14,999",California,631056.0,4962.0,5.1,0.1,2010
"$15,000 to $24,999",California,1173282.0,7201.0,9.5,0.1,2010
"$25,000 to $34,999",California,1133156.0,9092.0,9.1,0.1,2010
"$35,000 to $49,999",California,1568638.0,8671.0,12.7,0.1,2010
"$50,000 to $74,999",California,2183946.0,9855.0,17.6,0.1,2010
"$75,000 to $99,999",California,1586032.0,7648.0,12.8,0.1,2010
"$100,000 to $149,999",California,1861933.0,10837.0,15.0,0.1,2010
"$150,000 to $199,999",California,790965.0,5973.0,6.4,0.1,2010
"$200,000 or more",California,805172.0,6073.0,6.5,0.1,2010
    Median household income (dollars),California,60883.0,150.0,,,2010
    Mean household income (dollars),California,83483.0,187.0,,,2010
    With earnings,California,10172024.0,19256.0,82.1,0.1,2010
        Mean earnings (dollars),California,83444.0,192.0,,,2010
    With Social Security,California,2976629.0,12855.0,24.0,0.1,2010
        Mean Social Security income (dollars),California,15212.0,36.0,,,2010
    With retirement income,California,1892554.0,11814.0,15.3,0.1,2010
        Mean retirement income (dollars),California,24894.0,148.0,,,2010
    With Supplemental Security Income,California,616516.0,5298.0,5.0,0.1,2010
        Mean Supplemental Security Income (dollars),California,9235.0,50.0,,,2010
    With cash public assistance income,California,421623.0,4676.0,3.4,0.1,2010
        Mean cash public assistance income (dollars),California,5556.0,52.0,,,2010
With Food Stamp/SNAP benefits in the past 12 months,California,673449.0,6518.0,5.4,0.1,2010
    Families,California,8495322.0,22852.0,100.0,,2010
"Less than $10,000",California,329646.0,4421.0,3.9,0.1,2010
"$10,000 to $14,999",California,259632.0,3499.0,3.1,0.1,2010
"$15,000 to $24,999",California,698102.0,5812.0,8.2,0.1,2010
"$25,000 to $34,999",California,721699.0,6775.0,8.5,0.1,2010
"$35,000 to $49,999",California,1039938.0,6830.0,12.2,0.1,2010
"$50,000 to $74,999",California,1510291.0,8925.0,17.8,0.1,2010
"$75,000 to $99,999",California,1162671.0,8402.0,13.7,0.1,2010
"$100,000 to $149,999",California,1459066.0,11216.0,17.2,0.1,2010
"$150,000 to $199,999",California,645076.0,6326.0,7.6,0.1,2010
"$200,000 or more",California,669201.0,6012.0,7.9,0.1,2010
    Median family income (dollars),California,69322.0,291.0,,,2010
    Mean family income (dollars),California,92942.0,286.0,,,2010
    Per capita income (dollars),California,29188.0,91.0,,,2010
    Nonfamily households,California,3897530.0,10993.0,100.0,,2010
    Median nonfamily income (dollars),California,40588.0,192.0,,,2010
    Mean nonfamily income (dollars),California,58117.0,283.0,,,2010
    Median earnings for workers (dollars),California,31245.0,63.0,,,2010
"    Median earnings for male full-time, year-round workers (dollars)",California,49517.0,254.0,,,2010
"    Median earnings for female full-time, year-round workers (dollars)",California,41036.0,125.0,,,2010
    Total households,Colorado,1918959.0,5137.0,100.0,,2010
"Less than $10,000",Colorado,122798.0,2254.0,6.4,0.1,2010
"$10,000 to $14,999",Colorado,89897.0,2257.0,4.7,0.1,2010
"$15,000 to $24,999",Colorado,183803.0,2376.0,9.6,0.1,2010
"$25,000 to $34,999",Colorado,186995.0,2707.0,9.7,0.1,2010
"$35,000 to $49,999",Colorado,267520.0,2994.0,13.9,0.2,2010
"$50,000 to $74,999",Colorado,363275.0,3726.0,18.9,0.2,2010
"$75,000 to $99,999",Colorado,252226.0,3140.0,13.1,0.2,2010
"$100,000 to $149,999",Colorado,269372.0,3467.0,14.0,0.2,2010
"$150,000 to $199,999",Colorado,96480.0,1795.0,5.0,0.1,2010
"$200,000 or more",Colorado,86593.0,1861.0,4.5,0.1,2010
    Median household income (dollars),Colorado,56456.0,309.0,,,2010
    Mean household income (dollars),Colorado,75264.0,355.0,,,2010
    With earnings,Colorado,1613623.0,4970.0,84.1,0.2,2010
        Mean earnings (dollars),Colorado,73650.0,356.0,,,2010
    With Social Security,Colorado,407388.0,3104.0,21.2,0.1,2010
        Mean Social Security income (dollars),Colorado,15110.0,79.0,,,2010
    With retirement income,Colorado,295197.0,3092.0,15.4,0.2,2010
        Mean retirement income (dollars),Colorado,25272.0,296.0,,,2010
    With Supplemental Security Income,Colorado,51681.0,1274.0,2.7,0.1,2010
        Mean Supplemental Security Income (dollars),Colorado,8395.0,127.0,,,2010
    With cash public assistance income,Colorado,35690.0,1386.0,1.9,0.1,2010
        Mean cash public assistance income (dollars),Colorado,3248.0,141.0,,,2010
With Food Stamp/SNAP benefits in the past 12 months,Colorado,109816.0,2226.0,5.7,0.1,2010
    Families,Colorado,1236008.0,5269.0,100.0,,2010
"Less than $10,000",Colorado,47570.0,1544.0,3.8,0.1,2010
"$10,000 to $14,999",Colorado,32218.0,1349.0,2.6,0.1,2010
"$15,000 to $24,999",Colorado,86354.0,2042.0,7.0,0.2,2010
"$25,000 to $34,999",Colorado,97374.0,2073.0,7.9,0.2,2010
"$35,000 to $49,999",Colorado,155960.0,2404.0,12.6,0.2,2010
"$50,000 to $74,999",Colorado,242682.0,2980.0,19.6,0.2,2010
"$75,000 to $99,999",Colorado,192828.0,2739.0,15.6,0.2,2010
"$100,000 to $149,999",Colorado,221069.0,3433.0,17.9,0.3,2010
"$150,000 to $199,999",Colorado,83859.0,1744.0,6.8,0.1,2010
"$200,000 or more",Colorado,76094.0,1668.0,6.2,0.1,2010
    Median family income (dollars),Colorado,70046.0,480.0,,,2010
    Mean family income (dollars),Colorado,89099.0,531.0,,,2010
    Per capita income (dollars),Colorado,30151.0,152.0,,,2010
    Nonfamily households,Colorado,682951.0,3609.0,100.0,,2010
    Median nonfamily income (dollars),Colorado,35617.0,304.0,,,2010
    Mean nonfamily income (dollars),Colorado,47659.0,487.0,,,2010
    Median earnings for workers (dollars),Colorado,31094.0,134.0,,,2010
"    Median earnings for male full-time, year-round workers (dollars)",Colorado,49412.0,330.0,,,2010
"    Median earnings for female full-time, year-round workers (dollars)",Colorado,38644.0,273.0,,,2010
    Total households,Connecticut,1359218.0,2943.0,100.0,,2010
"Less than $10,000",Connecticut,73564.0,1995.0,5.4,0.1,2010
"$10,000 to $14,999",Connecticut,55426.0,1638.0,4.1,0.1,2010
"$15,000 to $24,999",Connecticut,112550.0,2099.0,8.3,0.2,2010
"$25,000 to $34,999",Connecticut,107632.0,2441.0,7.9,0.2,2010
"$35,000 to $49,999",Connecticut,157126.0,2359.0,11.6,0.2,2010
"$50,000 to $74,999",Connecticut,234976.0,2948.0,17.3,0.2,2010
"$75,000 to $99,999",Connecticut,188102.0,2458.0,13.8,0.2,2010
"$100,000 to $149,999",Connecticut,226765.0,2696.0,16.7,0.2,2010
"$150,000 to $199,999",Connecticut,93104.0,2019.0,6.8,0.1,2010
"$200,000 or more",Connecticut,109973.0,1821.0,8.1,0.1,2010
    Median household income (dollars),Connecticut,67740.0,381.0,,,2010
    Mean household income (dollars),Connecticut,94306.0,512.0,,,2010
    With earnings,Connecticut,1099794.0,2951.0,80.9,0.2,2010
        Mean earnings (dollars),Connecticut,95904.0,562.0,,,2010
    With Social Security,Connecticut,384133.0,2184.0,28.3,0.1,2010
        Mean Social Security income (dollars),Connecticut,16613.0,90.0,,,2010
    With retirement income,Connecticut,241909.0,2067.0,17.8,0.2,2010
        Mean retirement income (dollars),Connecticut,23259.0,338.0,,,2010
    With Supplemental Security Income,Connecticut,42919.0,1189.0,3.2,0.1,2010
        Mean Supplemental Security Income (dollars),Connecticut,8504.0,174.0,,,2010
    With cash public assistance income,Connecticut,35768.0,1436.0,2.6,0.1,2010
        Mean cash public assistance income (dollars),Connecticut,4246.0,160.0,,,2010
With Food Stamp/SNAP benefits in the past 12 months,Connecticut,98180.0,1711.0,7.2,0.1,2010
    Families,Connecticut,911653.0,3893.0,100.0,,2010
"Less than $10,000",Connecticut,28163.0,1413.0,3.1,0.2,2010
"$10,000 to $14,999",Connecticut,18987.0,912.0,2.1,0.1,2010
"$15,000 to $24,999",Connecticut,48016.0,1440.0,5.3,0.2,2010
"$25,000 to $34,999",Connecticut,57101.0,1874.0,6.3,0.2,2010
"$35,000 to $49,999",Connecticut,91930.0,1917.0,10.1,0.2,2010
"$50,000 to $74,999",Connecticut,155098.0,2431.0,17.0,0.2,2010
"$75,000 to $99,999",Connecticut,142615.0,2409.0,15.6,0.3,2010
"$100,000 to $149,999",Connecticut,190257.0,2417.0,20.9,0.3,2010
"$150,000 to $199,999",Connecticut,81689.0,1834.0,9.0,0.2,2010
"$200,000 or more",Connecticut,97797.0,1604.0,10.7,0.2,2010
    Median family income (dollars),Connecticut,84170.0,495.0,,,2010
    Mean family income (dollars),Connecticut,112576.0,738.0,,,2010
    Per capita income (dollars),Connecticut,36775.0,218.0,,,2010
    Nonfamily households,Connecticut,447565.0,3720.0,100.0,,2010
    Median nonfamily income (dollars),Connecticut,38362.0,602.0,,,2010
    Mean nonfamily income (dollars),Connecticut,53771.0,604.0,,,2010
    Median earnings for workers (dollars),Connecticut,36787.0,199.0,,,2010
"    Median earnings for male full-time, year-round workers (dollars)",Connecticut,59514.0,537.0,,,2010
"    Median earnings for female full-time, year-round workers (dollars)",Connecticut,45016.0,333.0,,,2010
    Total households,Delaware,331639.0,1553.0,100.0,,2010
"Less than $10,000",Delaware,18898.0,906.0,5.7,0.3,2010
"$10,000 to $14,999",Delaware,13452.0,659.0,4.1,0.2,2010
"$15,000 to $24,999",Delaware,31324.0,1125.0,9.4,0.3,2010
"$25,000 to $34,999",Delaware,32928.0,1093.0,9.9,0.3,2010
"$35,000 to $49,999",Delaware,46063.0,1329.0,13.9,0.4,2010
"$50,000 to $74,999",Delaware,65501.0,1358.0,19.8,0.4,2010
"$75,000 to $99,999",Delaware,45734.0,1260.0,13.8,0.4,2010
"$100,000 to $149,999",Delaware,47732.0,1200.0,14.4,0.4,2010
"$150,000 to $199,999",Delaware,17093.0,755.0,5.2,0.2,2010
"$200,000 or more",Delaware,12914.0,665.0,3.9,0.2,2010
    Median household income (dollars),Delaware,57599.0,651.0,,,2010
    Mean household income (dollars),Delaware,74703.0,773.0,,,2010
    With earnings,Delaware,263696.0,1823.0,79.5,0.4,2010
        Mean earnings (dollars),Delaware,74273.0,890.0,,,2010
    With Social Security,Delaware,99945.0,1032.0,30.1,0.3,2010
        Mean Social Security income (dollars),Delaware,16818.0,155.0,,,2010
    With retirement income,Delaware,77787.0,1402.0,23.5,0.4,2010
        Mean retirement income (dollars),Delaware,23157.0,585.0,,,2010
    With Supplemental Security Income,Delaware,10332.0,671.0,3.1,0.2,2010
        Mean Supplemental Security Income (dollars),Delaware,8463.0,425.0,,,2010
    With cash public assistance income,Delaware,7693.0,669.0,2.3,0.2,2010
        Mean cash public assistance income (dollars),Delaware,2760.0,281.0,,,2010
With Food Stamp/SNAP benefits in the past 12 months,Delaware,27718.0,984.0,8.4,0.3,2010
    Families,Delaware,224796.0,1775.0,100.0,,2010
"Less than $10,000",Delaware,7508.0,651.0,3.3,0.3,2010
"$10,000 to $14,999",Delaware,4589.0,498.0,2.0,0.2,2010
"$15,000 to $24,999",Delaware,15607.0,983.0,6.9,0.4,2010
"$25,000 to $34,999",Delaware,19589.0,949.0,8.7,0.4,2010
"$35,000 to $49,999",Delaware,29010.0,1147.0,12.9,0.5,2010
"$50,000 to $74,999",Delaware,45673.0,1176.0,20.3,0.5,2010
"$75,000 to $99,999",Delaware,36132.0,1121.0,16.1,0.5,2010
"$100,000 to $149,999",Delaware,40505.0,1166.0,18.0,0.5,2010
"$150,000 to $199,999",Delaware,14866.0,703.0,6.6,0.3,2010
"$200,000 or more",Delaware,11317.0,609.0,5.0,0.3,2010
    Median family income (dollars),Delaware,69182.0,907.0,,,2010
    Mean family income (dollars),Delaware,86238.0,1031.0,,,2010
    Per capita income (dollars),Delaware,29007.0,281.0,,,2010
    Nonfamily households,Delaware,106843.0,1749.0,100.0,,2010
    Median nonfamily income (dollars),Delaware,35567.0,829.0,,,2010
    Mean nonfamily income (dollars),Delaware,46928.0,872.0,,,2010
    Median earnings for workers (dollars),Delaware,31924.0,250.0,,,2010
"    Median earnings for male full-time, year-round workers (dollars)",Delaware,49051.0,736.0,,,2010
"    Median earnings for female full-time, year-round workers (dollars)",Delaware,38680.0,531.0,,,2010
    Total households,District of Columbia,257317.0,1314.0,100.0,,2010
"Less than $10,000",District of Columbia,28142.0,1082.0,10.9,0.4,2010
"$10,000 to $14,999",District of Columbia,12497.0,758.0,4.9,0.3,2010
"$15,000 to $24,999",District of Columbia,20818.0,952.0,8.1,0.4,2010
"$25,000 to $34,999",District of Columbia,20700.0,1104.0,8.0,0.4,2010
"$35,000 to $49,999",District of Columbia,30390.0,1031.0,11.8,0.4,2010
"$50,000 to $74,999",District of Columbia,40209.0,1332.0,15.6,0.5,2010
"$75,000 to $99,999",District of Columbia,28497.0,1283.0,11.1,0.5,2010
"$100,000 to $149,999",District of Columbia,32971.0,1231.0,12.8,0.5,2010
"$150,000 to $199,999",District of Columbia,18488.0,757.0,7.2,0.3,2010
"$200,000 or more",District of Columbia,24605.0,763.0,9.6,0.3,2010
    Median household income (dollars),District of Columbia,58526.0,982.0,,,2010
    Mean household income (dollars),District of Columbia,91778.0,1144.0,,,2010
    With earnings,District of Columbia,208086.0,1757.0,80.9,0.5,2010
        Mean earnings (dollars),District of Columbia,95306.0,1245.0,,,2010
    With Social Security,District of Columbia,48118.0,982.0,18.7,0.4,2010
        Mean Social Security income (dollars),District of Columbia,12592.0,247.0,,,2010
    With retirement income,District of Columbia,39093.0,1014.0,15.2,0.4,2010
        Mean retirement income (dollars),District of Columbia,34755.0,1372.0,,,2010
    With Supplemental Security Income,District of Columbia,10543.0,652.0,4.1,0.3,2010
        Mean Supplemental Security Income (dollars),District of Columbia,7421.0,338.0,,,2010
    With cash public assistance income,District of Columbia,11315.0,731.0,4.4,0.3,2010
        Mean cash public assistance income (dollars),District of Columbia,3751.0,247.0,,,2010
With Food Stamp/SNAP benefits in the past 12 months,District of Columbia,27437.0,1176.0,10.7,0.4,2010
    Families,District of Columbia,109171.0,1611.0,100.0,,2010
"Less than $10,000",District of Columbia,9272.0,626.0,8.5,0.6,2010
"$10,000 to $14,999",District of Columbia,4147.0,435.0,3.8,0.4,2010
"$15,000 to $24,999",District of Columbia,7986.0,631.0,7.3,0.6,2010
"$25,000 to $34,999",District of Columbia,8905.0,699.0,8.2,0.7,2010
"$35,000 to $49,999",District of Columbia,11410.0,672.0,10.5,0.5,2010
"$50,000 to $74,999",District of Columbia,14908.0,821.0,13.7,0.7,2010
"$75,000 to $99,999",District of Columbia,10769.0,778.0,9.9,0.7,2010
"$100,000 to $149,999",District of Columbia,15110.0,835.0,13.8,0.7,2010
"$150,000 to $199,999",District of Columbia,10453.0,644.0,9.6,0.6,2010
"$200,000 or more",District of Columbia,16211.0,740.0,14.8,0.6,2010
    Median family income (dollars),District of Columbia,70883.0,2650.0,,,2010
    Mean family income (dollars),District of Columbia,116122.0,2368.0,,,2010
    Per capita income (dollars),District of Columbia,42078.0,514.0,,,2010
    Nonfamily households,District of Columbia,148146.0,1708.0,100.0,,2010
    Median nonfamily income (dollars),District of Columbia,51324.0,919.0,,,2010
    Mean nonfamily income (dollars),District of Columbia,72054.0,1330.0,,,2010
