label,state,estimate,moe,percent,percent moe,year
    Self-employed in own not incorporated business workers,Minnesota,174838.0,2182.0,6.4,0.1,2010
    Unpaid family workers,Minnesota,4577.0,326.0,0.2,0.1,2010
Civilian employed population 16 years and over,Mississippi,1216050.0,4564.0,100.0,,2010
    Private wage and salary workers,Mississippi,906153.0,5171.0,74.5,0.3,2010
    Government workers,Mississippi,229171.0,3671.0,18.8,0.3,2010
    Self-employed in own not incorporated business workers,Mississippi,78254.0,2189.0,6.4,0.2,2010
    Unpaid family workers,Mississippi,2472.0,389.0,0.2,0.1,2010
Civilian employed population 16 years and over,Missouri,2796027.0,6634.0,100.0,,2010
    Private wage and salary workers,Missouri,2238929.0,6272.0,80.1,0.2,2010
    Government workers,Missouri,371076.0,4187.0,13.3,0.1,2010
    Self-employed in own not incorporated business workers,Missouri,179974.0,3050.0,6.4,0.1,2010
    Unpaid family workers,Missouri,6048.0,584.0,0.2,0.1,2010
Civilian employed population 16 years and over,Montana,476195.0,2665.0,100.0,,2010
    Private wage and salary workers,Montana,336831.0,2823.0,70.7,0.5,2010
    Government workers,Montana,88177.0,1951.0,18.5,0.4,2010
    Self-employed in own not incorporated business workers,Montana,48818.0,1363.0,10.3,0.3,2010
    Unpaid family workers,Montana,2369.0,300.0,0.5,0.1,2010
Civilian employed population 16 years and over,Nebraska,937574.0,3147.0,100.0,,2010
    Private wage and salary workers,Nebraska,729846.0,3306.0,77.8,0.3,2010
    Government workers,Nebraska,132571.0,2443.0,14.1,0.2,2010
    Self-employed in own not incorporated business workers,Nebraska,72904.0,1193.0,7.8,0.1,2010
    Unpaid family workers,Nebraska,2253.0,241.0,0.2,0.1,2010
Civilian employed population 16 years and over,Nevada,1254163.0,5518.0,100.0,,2010
    Private wage and salary workers,Nevada,1035934.0,6468.0,82.6,0.3,2010
    Government workers,Nevada,155498.0,3331.0,12.4,0.3,2010
    Self-employed in own not incorporated business workers,Nevada,60935.0,1688.0,4.9,0.1,2010
    Unpaid family workers,Nevada,1796.0,310.0,0.1,0.1,2010
Civilian employed population 16 years and over,New Hampshire,695283.0,3057.0,100.0,,2010
    Private wage and salary workers,New Hampshire,545954.0,3709.0,78.5,0.4,2010
    Government workers,New Hampshire,92838.0,2185.0,13.4,0.3,2010
    Self-employed in own not incorporated business workers,New Hampshire,55575.0,1713.0,8.0,0.2,2010
    Unpaid family workers,New Hampshire,916.0,195.0,0.1,0.1,2010
Civilian employed population 16 years and over,New Jersey,4230560.0,9166.0,100.0,,2010
    Private wage and salary workers,New Jersey,3400308.0,8952.0,80.4,0.2,2010
    Government workers,New Jersey,615807.0,6205.0,14.6,0.1,2010
    Self-employed in own not incorporated business workers,New Jersey,208163.0,3243.0,4.9,0.1,2010
    Unpaid family workers,New Jersey,6282.0,693.0,0.1,0.1,2010
Civilian employed population 16 years and over,New Mexico,888761.0,4268.0,100.0,,2010
    Private wage and salary workers,New Mexico,621318.0,4292.0,69.9,0.4,2010
    Government workers,New Mexico,198160.0,3647.0,22.3,0.4,2010
    Self-employed in own not incorporated business workers,New Mexico,66891.0,1945.0,7.5,0.2,2010
    Unpaid family workers,New Mexico,2392.0,385.0,0.3,0.1,2010
Civilian employed population 16 years and over,New York,9045999.0,11816.0,100.0,,2010
    Private wage and salary workers,New York,6951209.0,13482.0,76.8,0.1,2010
    Government workers,New York,1520566.0,10021.0,16.8,0.1,2010
    Self-employed in own not incorporated business workers,New York,562185.0,5214.0,6.2,0.1,2010
    Unpaid family workers,New York,12039.0,828.0,0.1,0.1,2010
Civilian employed population 16 years and over,North Carolina,4234087.0,8605.0,100.0,,2010
    Private wage and salary workers,North Carolina,3319505.0,9378.0,78.4,0.2,2010
    Government workers,North Carolina,641586.0,6760.0,15.2,0.2,2010
    Self-employed in own not incorporated business workers,North Carolina,265982.0,3123.0,6.3,0.1,2010
    Unpaid family workers,North Carolina,7014.0,659.0,0.2,0.1,2010
Civilian employed population 16 years and over,North Dakota,352012.0,1800.0,100.0,,2010
    Private wage and salary workers,North Dakota,258494.0,2105.0,73.4,0.4,2010
    Government workers,North Dakota,60231.0,1282.0,17.1,0.4,2010
    Self-employed in own not incorporated business workers,North Dakota,32148.0,843.0,9.1,0.2,2010
    Unpaid family workers,North Dakota,1139.0,181.0,0.3,0.1,2010
Civilian employed population 16 years and over,Ohio,5369857.0,11476.0,100.0,,2010
    Private wage and salary workers,Ohio,4377198.0,10308.0,81.5,0.1,2010
    Government workers,Ohio,693114.0,7408.0,12.9,0.1,2010
    Self-employed in own not incorporated business workers,Ohio,291051.0,3435.0,5.4,0.1,2010
    Unpaid family workers,Ohio,8494.0,556.0,0.2,0.1,2010
Civilian employed population 16 years and over,Oklahoma,1674765.0,5087.0,100.0,,2010
    Private wage and salary workers,Oklahoma,1260965.0,4976.0,75.3,0.3,2010
    Government workers,Oklahoma,285562.0,4132.0,17.1,0.2,2010
    Self-employed in own not incorporated business workers,Oklahoma,124013.0,2442.0,7.4,0.1,2010
    Unpaid family workers,Oklahoma,4225.0,383.0,0.3,0.1,2010
Civilian employed population 16 years and over,Oregon,1763324.0,5841.0,100.0,,2010
    Private wage and salary workers,Oregon,1361846.0,5645.0,77.2,0.2,2010
    Government workers,Oregon,247860.0,3589.0,14.1,0.2,2010
    Self-employed in own not incorporated business workers,Oregon,149556.0,2727.0,8.5,0.1,2010
    Unpaid family workers,Oregon,4062.0,462.0,0.2,0.1,2010
Civilian employed population 16 years and over,Pennsylvania,5940972.0,10456.0,100.0,,2010
    Private wage and salary workers,Pennsylvania,4896263.0,10173.0,82.4,0.1,2010
    Government workers,Pennsylvania,694589.0,6315.0,11.7,0.1,2010
    Self-employed in own not incorporated business workers,Pennsylvania,339736.0,3444.0,5.7,0.1,2010
    Unpaid family workers,Pennsylvania,10384.0,741.0,0.2,0.1,2010
Civilian employed population 16 years and over,Puerto Rico,1149431.0,5667.0,100.0,,2010
    Private wage and salary workers,Puerto Rico,760934.0,5642.0,66.2,0.3,2010
    Government workers,Puerto Rico,287916.0,3021.0,25.0,0.3,2010
    Self-employed in own not incorporated business workers,Puerto Rico,98738.0,2163.0,8.6,0.2,2010
    Unpaid family workers,Puerto Rico,1843.0,295.0,0.2,0.1,2010
Civilian employed population 16 years and over,Rhode Island,515924.0,2921.0,100.0,,2010
    Private wage and salary workers,Rhode Island,416800.0,3428.0,80.8,0.5,2010
    Government workers,Rhode Island,68646.0,1936.0,13.3,0.4,2010
    Self-employed in own not incorporated business workers,Rhode Island,29823.0,1327.0,5.8,0.3,2010
    Unpaid family workers,Rhode Island,655.0,220.0,0.1,0.1,2010
Civilian employed population 16 years and over,South Carolina,2002289.0,6513.0,100.0,,2010
    Private wage and salary workers,South Carolina,1564286.0,6901.0,78.1,0.2,2010
    Government workers,South Carolina,318267.0,4162.0,15.9,0.2,2010
    Self-employed in own not incorporated business workers,South Carolina,116563.0,2373.0,5.8,0.1,2010
    Unpaid family workers,South Carolina,3173.0,402.0,0.2,0.1,2010
Civilian employed population 16 years and over,South Dakota,410156.0,2066.0,100.0,,2010
    Private wage and salary workers,South Dakota,304261.0,2355.0,74.2,0.4,2010
    Government workers,South Dakota,65495.0,1682.0,16.0,0.4,2010
    Self-employed in own not incorporated business workers,South Dakota,38524.0,1007.0,9.4,0.2,2010
    Unpaid family workers,South Dakota,1876.0,297.0,0.5,0.1,2010
Civilian employed population 16 years and over,Tennessee,2816637.0,8548.0,100.0,,2010
    Private wage and salary workers,Tennessee,2199524.0,8639.0,78.1,0.2,2010
    Government workers,Tennessee,400290.0,5439.0,14.2,0.2,2010
    Self-employed in own not incorporated business workers,Tennessee,211878.0,3184.0,7.5,0.1,2010
    Unpaid family workers,Tennessee,4945.0,510.0,0.2,0.1,2010
Civilian employed population 16 years and over,Texas,11125616.0,13351.0,100.0,,2010
    Private wage and salary workers,Texas,8667774.0,15047.0,77.9,0.1,2010
    Government workers,Texas,1633861.0,11588.0,14.7,0.1,2010
    Self-employed in own not incorporated business workers,Texas,803216.0,6484.0,7.2,0.1,2010
    Unpaid family workers,Texas,20765.0,1023.0,0.2,0.1,2010
Civilian employed population 16 years and over,Utah,1236803.0,3780.0,100.0,,2010
    Private wage and salary workers,Utah,972073.0,3870.0,78.6,0.2,2010
    Government workers,Utah,197303.0,3006.0,16.0,0.2,2010
    Self-employed in own not incorporated business workers,Utah,65460.0,1734.0,5.3,0.1,2010
    Unpaid family workers,Utah,1967.0,264.0,0.2,0.1,2010
Civilian employed population 16 years and over,Vermont,329676.0,1864.0,100.0,,2010
    Private wage and salary workers,Vermont,246643.0,2132.0,74.8,0.5,2010
    Government workers,Vermont,48200.0,1297.0,14.6,0.4,2010
    Self-employed in own not incorporated business workers,Vermont,33859.0,1016.0,10.3,0.3,2010
    Unpaid family workers,Vermont,974.0,160.0,0.3,0.1,2010
Civilian employed population 16 years and over,Virginia,3824131.0,8136.0,100.0,,2010
    Private wage and salary workers,Virginia,2837211.0,9342.0,74.2,0.2,2010
    Government workers,Virginia,784595.0,7656.0,20.5,0.2,2010
    Self-employed in own not incorporated business workers,Virginia,197267.0,2693.0,5.2,0.1,2010
    Unpaid family workers,Virginia,5058.0,561.0,0.1,0.1,2010
Civilian employed population 16 years and over,Washington,3124821.0,8306.0,100.0,,2010
    Private wage and salary workers,Washington,2399612.0,7293.0,76.8,0.2,2010
    Government workers,Washington,513474.0,5538.0,16.4,0.2,2010
    Self-employed in own not incorporated business workers,Washington,207006.0,3288.0,6.6,0.1,2010
    Unpaid family workers,Washington,4729.0,501.0,0.2,0.1,2010
Civilian employed population 16 years and over,West Virginia,763691.0,3805.0,100.0,,2010
    Private wage and salary workers,West Virginia,578396.0,3973.0,75.7,0.4,2010
    Government workers,West Virginia,142964.0,2659.0,18.7,0.3,2010
    Self-employed in own not incorporated business workers,West Virginia,40824.0,1320.0,5.3,0.2,2010
    Unpaid family workers,West Virginia,1507.0,320.0,0.2,0.1,2010
Civilian employed population 16 years and over,Wisconsin,2869310.0,6891.0,100.0,,2010
    Private wage and salary workers,Wisconsin,2340886.0,6498.0,81.6,0.1,2010
    Government workers,Wisconsin,356366.0,3541.0,12.4,0.1,2010
    Self-employed in own not incorporated business workers,Wisconsin,166479.0,1994.0,5.8,0.1,2010
    Unpaid family workers,Wisconsin,5579.0,452.0,0.2,0.1,2010
Civilian employed population 16 years and over,Wyoming,284148.0,1824.0,100.0,,2010
    Private wage and salary workers,Wyoming,204935.0,1965.0,72.1,0.6,2010
    Government workers,Wyoming,56225.0,1738.0,19.8,0.6,2010
    Self-employed in own not incorporated business workers,Wyoming,21986.0,865.0,7.7,0.3,2010
    Unpaid family workers,Wyoming,1002.0,228.0,0.4,0.1,2010
Civilian employed population 16 years and over,Alabama,2027919.0,7620.0,100.0,,2011
    Private wage and salary workers,Alabama,1570274.0,6022.0,77.4,0.2,2011
    Government workers,Alabama,337259.0,4571.0,16.6,0.2,2011
    Self-employed in own not incorporated business workers,Alabama,117230.0,2864.0,5.8,0.1,2011
    Unpaid family workers,Alabama,3156.0,416.0,0.2,0.1,2011
Civilian employed population 16 years and over,Alaska,336026.0,2127.0,100.0,,2011
    Private wage and salary workers,Alaska,225258.0,2470.0,67.0,0.6,2011
    Government workers,Alaska,86065.0,1818.0,25.6,0.5,2011
    Self-employed in own not incorporated business workers,Alaska,23702.0,1077.0,7.1,0.3,2011
    Unpaid family workers,Alaska,1001.0,207.0,0.3,0.1,2011
Civilian employed population 16 years and over,Arizona,2739077.0,8466.0,100.0,,2011
    Private wage and salary workers,Arizona,2146230.0,7853.0,78.4,0.2,2011
    Government workers,Arizona,419605.0,5345.0,15.3,0.2,2011
    Self-employed in own not incorporated business workers,Arizona,169072.0,3759.0,6.2,0.1,2011
    Unpaid family workers,Arizona,4170.0,564.0,0.2,0.1,2011
Civilian employed population 16 years and over,Arkansas,1252276.0,5739.0,100.0,,2011
    Private wage and salary workers,Arkansas,959393.0,5353.0,76.6,0.3,2011
    Government workers,Arkansas,205340.0,3170.0,16.4,0.2,2011
    Self-employed in own not incorporated business workers,Arkansas,85073.0,1893.0,6.8,0.1,2011
    Unpaid family workers,Arkansas,2470.0,355.0,0.2,0.1,2011
Civilian employed population 16 years and over,California,16603417.0,15328.0,100.0,,2011
    Private wage and salary workers,California,12708178.0,17658.0,76.5,0.1,2011
    Government workers,California,2438873.0,17419.0,14.7,0.1,2011
    Self-employed in own not incorporated business workers,California,1426675.0,8614.0,8.6,0.1,2011
    Unpaid family workers,California,29691.0,1379.0,0.2,0.1,2011
Civilian employed population 16 years and over,Colorado,2476167.0,6831.0,100.0,,2011
    Private wage and salary workers,Colorado,1939323.0,7922.0,78.3,0.2,2011
    Government workers,Colorado,357073.0,4680.0,14.4,0.2,2011
    Self-employed in own not incorporated business workers,Colorado,175425.0,3212.0,7.1,0.1,2011
    Unpaid family workers,Colorado,4346.0,423.0,0.2,0.1,2011
Civilian employed population 16 years and over,Connecticut,1764755.0,4621.0,100.0,,2011
    Private wage and salary workers,Connecticut,1407346.0,5629.0,79.7,0.2,2011
    Government workers,Connecticut,237375.0,3596.0,13.5,0.2,2011
    Self-employed in own not incorporated business workers,Connecticut,117617.0,2394.0,6.7,0.1,2011
    Unpaid family workers,Connecticut,2417.0,349.0,0.1,0.1,2011
Civilian employed population 16 years and over,Delaware,420057.0,2754.0,100.0,,2011
    Private wage and salary workers,Delaware,341350.0,2837.0,81.3,0.5,2011
    Government workers,Delaware,60799.0,1714.0,14.5,0.4,2011
    Self-employed in own not incorporated business workers,Delaware,17396.0,1008.0,4.1,0.2,2011
    Unpaid family workers,Delaware,512.0,158.0,0.1,0.1,2011
Civilian employed population 16 years and over,District of Columbia,300913.0,2233.0,100.0,,2011
    Private wage and salary workers,District of Columbia,205524.0,2547.0,68.3,0.6,2011
    Government workers,District of Columbia,81129.0,1763.0,27.0,0.6,2011
    Self-employed in own not incorporated business workers,District of Columbia,13908.0,777.0,4.6,0.3,2011
    Unpaid family workers,District of Columbia,352.0,142.0,0.1,0.1,2011
Civilian employed population 16 years and over,Florida,8258511.0,15946.0,100.0,,2011
    Private wage and salary workers,Florida,6649954.0,13435.0,80.5,0.1,2011
    Government workers,Florida,1101319.0,12875.0,13.3,0.1,2011
    Self-employed in own not incorporated business workers,Florida,494860.0,5761.0,6.0,0.1,2011
    Unpaid family workers,Florida,12378.0,937.0,0.1,0.1,2011
Civilian employed population 16 years and over,Georgia,4288924.0,10943.0,100.0,,2011
    Private wage and salary workers,Georgia,3356086.0,10438.0,78.3,0.2,2011
    Government workers,Georgia,678808.0,7692.0,15.8,0.2,2011
    Self-employed in own not incorporated business workers,Georgia,246366.0,3943.0,5.7,0.1,2011
    Unpaid family workers,Georgia,7664.0,695.0,0.2,0.1,2011
Civilian employed population 16 years and over,Hawaii,635956.0,2898.0,100.0,,2011
    Private wage and salary workers,Hawaii,454620.0,3381.0,71.5,0.5,2011
    Government workers,Hawaii,130381.0,2620.0,20.5,0.4,2011
    Self-employed in own not incorporated business workers,Hawaii,49514.0,1738.0,7.8,0.3,2011
    Unpaid family workers,Hawaii,1441.0,341.0,0.2,0.1,2011
Civilian employed population 16 years and over,Idaho,699895.0,3029.0,100.0,,2011
    Private wage and salary workers,Idaho,529823.0,3910.0,75.7,0.4,2011
    Government workers,Idaho,112599.0,2226.0,16.1,0.3,2011
    Self-employed in own not incorporated business workers,Idaho,55852.0,1652.0,8.0,0.2,2011
    Unpaid family workers,Idaho,1621.0,297.0,0.2,0.1,2011
Civilian employed population 16 years and over,Illinois,6043771.0,9850.0,100.0,,2011
    Private wage and salary workers,Illinois,4953715.0,9208.0,82.0,0.1,2011
    Government workers,Illinois,782212.0,6347.0,12.9,0.1,2011
    Self-employed in own not incorporated business workers,Illinois,299805.0,3720.0,5.0,0.1,2011
    Unpaid family workers,Illinois,8039.0,711.0,0.1,0.1,2011
Civilian employed population 16 years and over,Indiana,2984502.0,8001.0,100.0,,2011
    Private wage and salary workers,Indiana,2480688.0,7423.0,83.1,0.2,2011
    Government workers,Indiana,352058.0,4433.0,11.8,0.1,2011
    Self-employed in own not incorporated business workers,Indiana,147517.0,2776.0,4.9,0.1,2011
    Unpaid family workers,Indiana,4239.0,464.0,0.1,0.1,2011
Civilian employed population 16 years and over,Iowa,1554416.0,4488.0,100.0,,2011
    Private wage and salary workers,Iowa,1224366.0,4659.0,78.8,0.2,2011
    Government workers,Iowa,216878.0,2957.0,14.0,0.2,2011
    Self-employed in own not incorporated business workers,Iowa,109858.0,1732.0,7.1,0.1,2011
    Unpaid family workers,Iowa,3314.0,348.0,0.2,0.1,2011
Civilian employed population 16 years and over,Kansas,1393658.0,4493.0,100.0,,2011
    Private wage and salary workers,Kansas,1063453.0,5032.0,76.3,0.2,2011
    Government workers,Kansas,231215.0,3076.0,16.6,0.2,2011
    Self-employed in own not incorporated business workers,Kansas,95959.0,1912.0,6.9,0.1,2011
    Unpaid family workers,Kansas,3031.0,338.0,0.2,0.1,2011
Civilian employed population 16 years and over,Kentucky,1865652.0,7025.0,100.0,,2011
    Private wage and salary workers,Kentucky,1464340.0,6723.0,78.5,0.2,2011
    Government workers,Kentucky,287677.0,3710.0,15.4,0.2,2011
    Self-employed in own not incorporated business workers,Kentucky,110240.0,2303.0,5.9,0.1,2011
    Unpaid family workers,Kentucky,3395.0,404.0,0.2,0.1,2011
Civilian employed population 16 years and over,Louisiana,1974967.0,6746.0,100.0,,2011
    Private wage and salary workers,Louisiana,1523963.0,6550.0,77.2,0.2,2011
    Government workers,Louisiana,329077.0,4489.0,16.7,0.2,2011
    Self-employed in own not incorporated business workers,Louisiana,118513.0,2420.0,6.0,0.1,2011
    Unpaid family workers,Louisiana,3414.0,441.0,0.2,0.1,2011
Civilian employed population 16 years and over,Maine,654300.0,2970.0,100.0,,2011
    Private wage and salary workers,Maine,498839.0,3102.0,76.2,0.3,2011
    Government workers,Maine,92913.0,1737.0,14.2,0.3,2011
    Self-employed in own not incorporated business workers,Maine,61452.0,1371.0,9.4,0.2,2011
    Unpaid family workers,Maine,1096.0,192.0,0.2,0.1,2011
Civilian employed population 16 years and over,Maryland,2909466.0,6813.0,100.0,,2011
    Private wage and salary workers,Maryland,2105146.0,7225.0,72.4,0.2,2011
    Government workers,Maryland,653338.0,5899.0,22.5,0.2,2011
    Self-employed in own not incorporated business workers,Maryland,147236.0,2636.0,5.1,0.1,2011
    Unpaid family workers,Maryland,3746.0,473.0,0.1,0.1,2011
Civilian employed population 16 years and over,Massachusetts,3280503.0,7753.0,100.0,,2011
    Private wage and salary workers,Massachusetts,2638761.0,8104.0,80.4,0.2,2011
    Government workers,Massachusetts,427679.0,5049.0,13.0,0.1,2011
    Self-employed in own not incorporated business workers,Massachusetts,210149.0,3395.0,6.4,0.1,2011
    Unpaid family workers,Massachusetts,3914.0,438.0,0.1,0.1,2011
Civilian employed population 16 years and over,Michigan,4306814.0,9132.0,100.0,,2011
    Private wage and salary workers,Michigan,3546967.0,8827.0,82.4,0.1,2011
