label,state,estimate,moe,percent,percent moe,year
    Civilian noninstitutionalized population,Kansas,,,,,2010
    With health insurance coverage,Kansas,,,,,2010
        With private health insurance,Kansas,,,,,2010
        With public coverage,Kansas,,,,,2010
    No health insurance coverage,Kansas,,,,,2010
Civilian noninstitutionalized population under 18 years,Kansas,,,,,2010
    No health insurance coverage,Kansas,,,,,2010
Civilian noninstitutionalized population 18 to 64 years,Kansas,,,,,2010
    In labor force:,Kansas,,,,,2010
        Employed:,Kansas,,,,,2010
            With health insurance coverage,Kansas,,,,,2010
                With private health insurance,Kansas,,,,,2010
                With public coverage,Kansas,,,,,2010
            No health insurance coverage,Kansas,,,,,2010
        Unemployed:,Kansas,,,,,2010
            With health insurance coverage,Kansas,,,,,2010
                With private health insurance,Kansas,,,,,2010
                With public coverage,Kansas,,,,,2010
            No health insurance coverage,Kansas,,,,,2010
    Not in labor force:,Kansas,,,,,2010
        With health insurance coverage,Kansas,,,,,2010
            With private health insurance,Kansas,,,,,2010
            With public coverage,Kansas,,,,,2010
        No health insurance coverage,Kansas,,,,,2010
    Civilian noninstitutionalized population,Kentucky,,,,,2010
    With health insurance coverage,Kentucky,,,,,2010
        With private health insurance,Kentucky,,,,,2010
        With public coverage,Kentucky,,,,,2010
    No health insurance coverage,Kentucky,,,,,2010
Civilian noninstitutionalized population under 18 years,Kentucky,,,,,2010
    No health insurance coverage,Kentucky,,,,,2010
Civilian noninstitutionalized population 18 to 64 years,Kentucky,,,,,2010
    In labor force:,Kentucky,,,,,2010
        Employed:,Kentucky,,,,,2010
            With health insurance coverage,Kentucky,,,,,2010
                With private health insurance,Kentucky,,,,,2010
                With public coverage,Kentucky,,,,,2010
            No health insurance coverage,Kentucky,,,,,2010
        Unemployed:,Kentucky,,,,,2010
            With health insurance coverage,Kentucky,,,,,2010
                With private health insurance,Kentucky,,,,,2010
                With public coverage,Kentucky,,,,,2010
            No health insurance coverage,Kentucky,,,,,2010
    Not in labor force:,Kentucky,,,,,2010
        With health insurance coverage,Kentucky,,,,,2010
            With private health insurance,Kentucky,,,,,2010
            With public coverage,Kentucky,,,,,2010
        No health insurance coverage,Kentucky,,,,,2010
    Civilian noninstitutionalized population,Louisiana,,,,,2010
    With health insurance coverage,Louisiana,,,,,2010
        With private health insurance,Louisiana,,,,,2010
        With public coverage,Louisiana,,,,,2010
    No health insurance coverage,Louisiana,,,,,2010
Civilian noninstitutionalized population under 18 years,Louisiana,,,,,2010
    No health insurance coverage,Louisiana,,,,,2010
Civilian noninstitutionalized population 18 to 64 years,Louisiana,,,,,2010
    In labor force:,Louisiana,,,,,2010
        Employed:,Louisiana,,,,,2010
            With health insurance coverage,Louisiana,,,,,2010
                With private health insurance,Louisiana,,,,,2010
                With public coverage,Louisiana,,,,,2010
            No health insurance coverage,Louisiana,,,,,2010
        Unemployed:,Louisiana,,,,,2010
            With health insurance coverage,Louisiana,,,,,2010
                With private health insurance,Louisiana,,,,,2010
                With public coverage,Louisiana,,,,,2010
            No health insurance coverage,Louisiana,,,,,2010
    Not in labor force:,Louisiana,,,,,2010
        With health insurance coverage,Louisiana,,,,,2010
            With private health insurance,Louisiana,,,,,2010
            With public coverage,Louisiana,,,,,2010
        No health insurance coverage,Louisiana,,,,,2010
    Civilian noninstitutionalized population,Maine,,,,,2010
    With health insurance coverage,Maine,,,,,2010
        With private health insurance,Maine,,,,,2010
        With public coverage,Maine,,,,,2010
    No health insurance coverage,Maine,,,,,2010
Civilian noninstitutionalized population under 18 years,Maine,,,,,2010
    No health insurance coverage,Maine,,,,,2010
Civilian noninstitutionalized population 18 to 64 years,Maine,,,,,2010
    In labor force:,Maine,,,,,2010
        Employed:,Maine,,,,,2010
            With health insurance coverage,Maine,,,,,2010
                With private health insurance,Maine,,,,,2010
                With public coverage,Maine,,,,,2010
            No health insurance coverage,Maine,,,,,2010
        Unemployed:,Maine,,,,,2010
            With health insurance coverage,Maine,,,,,2010
                With private health insurance,Maine,,,,,2010
                With public coverage,Maine,,,,,2010
            No health insurance coverage,Maine,,,,,2010
    Not in labor force:,Maine,,,,,2010
        With health insurance coverage,Maine,,,,,2010
            With private health insurance,Maine,,,,,2010
            With public coverage,Maine,,,,,2010
        No health insurance coverage,Maine,,,,,2010
    Civilian noninstitutionalized population,Maryland,,,,,2010
    With health insurance coverage,Maryland,,,,,2010
        With private health insurance,Maryland,,,,,2010
        With public coverage,Maryland,,,,,2010
    No health insurance coverage,Maryland,,,,,2010
Civilian noninstitutionalized population under 18 years,Maryland,,,,,2010
    No health insurance coverage,Maryland,,,,,2010
Civilian noninstitutionalized population 18 to 64 years,Maryland,,,,,2010
    In labor force:,Maryland,,,,,2010
        Employed:,Maryland,,,,,2010
            With health insurance coverage,Maryland,,,,,2010
                With private health insurance,Maryland,,,,,2010
                With public coverage,Maryland,,,,,2010
            No health insurance coverage,Maryland,,,,,2010
        Unemployed:,Maryland,,,,,2010
            With health insurance coverage,Maryland,,,,,2010
                With private health insurance,Maryland,,,,,2010
                With public coverage,Maryland,,,,,2010
            No health insurance coverage,Maryland,,,,,2010
    Not in labor force:,Maryland,,,,,2010
        With health insurance coverage,Maryland,,,,,2010
            With private health insurance,Maryland,,,,,2010
            With public coverage,Maryland,,,,,2010
        No health insurance coverage,Maryland,,,,,2010
    Civilian noninstitutionalized population,Massachusetts,,,,,2010
    With health insurance coverage,Massachusetts,,,,,2010
        With private health insurance,Massachusetts,,,,,2010
        With public coverage,Massachusetts,,,,,2010
    No health insurance coverage,Massachusetts,,,,,2010
Civilian noninstitutionalized population under 18 years,Massachusetts,,,,,2010
    No health insurance coverage,Massachusetts,,,,,2010
Civilian noninstitutionalized population 18 to 64 years,Massachusetts,,,,,2010
    In labor force:,Massachusetts,,,,,2010
        Employed:,Massachusetts,,,,,2010
            With health insurance coverage,Massachusetts,,,,,2010
                With private health insurance,Massachusetts,,,,,2010
                With public coverage,Massachusetts,,,,,2010
            No health insurance coverage,Massachusetts,,,,,2010
        Unemployed:,Massachusetts,,,,,2010
            With health insurance coverage,Massachusetts,,,,,2010
                With private health insurance,Massachusetts,,,,,2010
                With public coverage,Massachusetts,,,,,2010
            No health insurance coverage,Massachusetts,,,,,2010
    Not in labor force:,Massachusetts,,,,,2010
        With health insurance coverage,Massachusetts,,,,,2010
            With private health insurance,Massachusetts,,,,,2010
            With public coverage,Massachusetts,,,,,2010
        No health insurance coverage,Massachusetts,,,,,2010
    Civilian noninstitutionalized population,Michigan,,,,,2010
    With health insurance coverage,Michigan,,,,,2010
        With private health insurance,Michigan,,,,,2010
        With public coverage,Michigan,,,,,2010
    No health insurance coverage,Michigan,,,,,2010
Civilian noninstitutionalized population under 18 years,Michigan,,,,,2010
    No health insurance coverage,Michigan,,,,,2010
Civilian noninstitutionalized population 18 to 64 years,Michigan,,,,,2010
    In labor force:,Michigan,,,,,2010
        Employed:,Michigan,,,,,2010
            With health insurance coverage,Michigan,,,,,2010
                With private health insurance,Michigan,,,,,2010
                With public coverage,Michigan,,,,,2010
            No health insurance coverage,Michigan,,,,,2010
        Unemployed:,Michigan,,,,,2010
            With health insurance coverage,Michigan,,,,,2010
                With private health insurance,Michigan,,,,,2010
                With public coverage,Michigan,,,,,2010
            No health insurance coverage,Michigan,,,,,2010
    Not in labor force:,Michigan,,,,,2010
        With health insurance coverage,Michigan,,,,,2010
            With private health insurance,Michigan,,,,,2010
            With public coverage,Michigan,,,,,2010
        No health insurance coverage,Michigan,,,,,2010
    Civilian noninstitutionalized population,Minnesota,,,,,2010
    With health insurance coverage,Minnesota,,,,,2010
        With private health insurance,Minnesota,,,,,2010
        With public coverage,Minnesota,,,,,2010
    No health insurance coverage,Minnesota,,,,,2010
Civilian noninstitutionalized population under 18 years,Minnesota,,,,,2010
    No health insurance coverage,Minnesota,,,,,2010
Civilian noninstitutionalized population 18 to 64 years,Minnesota,,,,,2010
    In labor force:,Minnesota,,,,,2010
        Employed:,Minnesota,,,,,2010
            With health insurance coverage,Minnesota,,,,,2010
                With private health insurance,Minnesota,,,,,2010
                With public coverage,Minnesota,,,,,2010
            No health insurance coverage,Minnesota,,,,,2010
        Unemployed:,Minnesota,,,,,2010
            With health insurance coverage,Minnesota,,,,,2010
                With private health insurance,Minnesota,,,,,2010
                With public coverage,Minnesota,,,,,2010
            No health insurance coverage,Minnesota,,,,,2010
    Not in labor force:,Minnesota,,,,,2010
        With health insurance coverage,Minnesota,,,,,2010
            With private health insurance,Minnesota,,,,,2010
            With public coverage,Minnesota,,,,,2010
        No health insurance coverage,Minnesota,,,,,2010
    Civilian noninstitutionalized population,Mississippi,,,,,2010
    With health insurance coverage,Mississippi,,,,,2010
        With private health insurance,Mississippi,,,,,2010
        With public coverage,Mississippi,,,,,2010
    No health insurance coverage,Mississippi,,,,,2010
Civilian noninstitutionalized population under 18 years,Mississippi,,,,,2010
    No health insurance coverage,Mississippi,,,,,2010
Civilian noninstitutionalized population 18 to 64 years,Mississippi,,,,,2010
    In labor force:,Mississippi,,,,,2010
        Employed:,Mississippi,,,,,2010
            With health insurance coverage,Mississippi,,,,,2010
                With private health insurance,Mississippi,,,,,2010
                With public coverage,Mississippi,,,,,2010
            No health insurance coverage,Mississippi,,,,,2010
        Unemployed:,Mississippi,,,,,2010
            With health insurance coverage,Mississippi,,,,,2010
                With private health insurance,Mississippi,,,,,2010
                With public coverage,Mississippi,,,,,2010
            No health insurance coverage,Mississippi,,,,,2010
    Not in labor force:,Mississippi,,,,,2010
        With health insurance coverage,Mississippi,,,,,2010
            With private health insurance,Mississippi,,,,,2010
            With public coverage,Mississippi,,,,,2010
        No health insurance coverage,Mississippi,,,,,2010
    Civilian noninstitutionalized population,Missouri,,,,,2010
    With health insurance coverage,Missouri,,,,,2010
        With private health insurance,Missouri,,,,,2010
        With public coverage,Missouri,,,,,2010
    No health insurance coverage,Missouri,,,,,2010
Civilian noninstitutionalized population under 18 years,Missouri,,,,,2010
    No health insurance coverage,Missouri,,,,,2010
Civilian noninstitutionalized population 18 to 64 years,Missouri,,,,,2010
    In labor force:,Missouri,,,,,2010
        Employed:,Missouri,,,,,2010
            With health insurance coverage,Missouri,,,,,2010
                With private health insurance,Missouri,,,,,2010
                With public coverage,Missouri,,,,,2010
            No health insurance coverage,Missouri,,,,,2010
        Unemployed:,Missouri,,,,,2010
            With health insurance coverage,Missouri,,,,,2010
                With private health insurance,Missouri,,,,,2010
                With public coverage,Missouri,,,,,2010
            No health insurance coverage,Missouri,,,,,2010
    Not in labor force:,Missouri,,,,,2010
        With health insurance coverage,Missouri,,,,,2010
            With private health insurance,Missouri,,,,,2010
            With public coverage,Missouri,,,,,2010
        No health insurance coverage,Missouri,,,,,2010
    Civilian noninstitutionalized population,Montana,,,,,2010
    With health insurance coverage,Montana,,,,,2010
        With private health insurance,Montana,,,,,2010
        With public coverage,Montana,,,,,2010
    No health insurance coverage,Montana,,,,,2010
Civilian noninstitutionalized population under 18 years,Montana,,,,,2010
    No health insurance coverage,Montana,,,,,2010
Civilian noninstitutionalized population 18 to 64 years,Montana,,,,,2010
