label,state,estimate,moe,percent,percent moe,year
            Employed,Arkansas,1254140.0,4879.0,55.8,0.2,2010
            Unemployed,Arkansas,106798.0,2496.0,4.8,0.1,2010
        Armed Forces,Arkansas,7061.0,518.0,0.3,0.1,2010
    Not in labor force,Arkansas,879625.0,4710.0,39.1,0.2,2010
    Civilian labor force,Arkansas,1360938.0,4367.0,100.0,,2010
    Percent Unemployed,Arkansas,,,7.8,0.2,2010
Females 16 years and over,Arkansas,1159458.0,1048.0,100.0,,2010
    In labor force,Arkansas,646087.0,3053.0,55.7,0.3,2010
        Civilian labor force,Arkansas,644990.0,3044.0,55.6,0.3,2010
            Employed,Arkansas,595968.0,3090.0,51.4,0.3,2010
Own children under 6 years,Arkansas,223344.0,1829.0,100.0,,2010
    All parents in family in labor force,Arkansas,145727.0,2269.0,65.2,0.8,2010
Own children 6 to 17 years,Arkansas,432299.0,2232.0,100.0,,2010
    All parents in family in labor force,Arkansas,306267.0,3563.0,70.8,0.7,2010
Population 16 years and over,California,28445585.0,4159.0,100.0,,2010
    In labor force,California,18418306.0,17253.0,64.7,0.1,2010
        Civilian labor force,California,18274871.0,17360.0,64.2,0.1,2010
            Employed,California,16632466.0,19046.0,58.5,0.1,2010
            Unemployed,California,1642405.0,9158.0,5.8,0.1,2010
        Armed Forces,California,143435.0,2902.0,0.5,0.1,2010
    Not in labor force,California,10027279.0,16830.0,35.3,0.1,2010
    Civilian labor force,California,18274871.0,17360.0,100.0,,2010
    Percent Unemployed,California,,,9.0,0.1,2010
Females 16 years and over,California,14411604.0,3532.0,100.0,,2010
    In labor force,California,8356461.0,11780.0,58.0,0.1,2010
        Civilian labor force,California,8338362.0,11988.0,57.9,0.1,2010
            Employed,California,7594598.0,11990.0,52.7,0.1,2010
Own children under 6 years,California,2916428.0,5717.0,100.0,,2010
    All parents in family in labor force,California,1723095.0,9837.0,59.1,0.3,2010
Own children 6 to 17 years,California,5908339.0,7204.0,100.0,,2010
    All parents in family in labor force,California,3917569.0,11928.0,66.3,0.2,2010
Population 16 years and over,Colorado,3820290.0,1699.0,100.0,,2010
    In labor force,Colorado,2666975.0,6071.0,69.8,0.2,2010
        Civilian labor force,Colorado,2636627.0,6024.0,69.0,0.2,2010
            Employed,Colorado,2456139.0,6374.0,64.3,0.2,2010
            Unemployed,Colorado,180488.0,3107.0,4.7,0.1,2010
        Armed Forces,Colorado,30348.0,1012.0,0.8,0.1,2010
    Not in labor force,Colorado,1153315.0,6177.0,30.2,0.2,2010
    Civilian labor force,Colorado,2636627.0,6024.0,100.0,,2010
    Percent Unemployed,Colorado,,,6.8,0.1,2010
Females 16 years and over,Colorado,1917251.0,1187.0,100.0,,2010
    In labor force,Colorado,1219272.0,4260.0,63.6,0.2,2010
        Civilian labor force,Colorado,1214284.0,4281.0,63.3,0.2,2010
            Employed,Colorado,1134589.0,4530.0,59.2,0.2,2010
Own children under 6 years,Colorado,394067.0,2048.0,100.0,,2010
    All parents in family in labor force,Colorado,243786.0,2954.0,61.9,0.7,2010
Own children 6 to 17 years,Colorado,750988.0,2775.0,100.0,,2010
    All parents in family in labor force,Colorado,533654.0,3984.0,71.1,0.5,2010
Population 16 years and over,Connecticut,2820837.0,1326.0,100.0,,2010
    In labor force,Connecticut,1919849.0,5061.0,68.1,0.2,2010
        Civilian labor force,Connecticut,1910905.0,4996.0,67.7,0.2,2010
            Employed,Connecticut,1765549.0,5408.0,62.6,0.2,2010
            Unemployed,Connecticut,145356.0,2879.0,5.2,0.1,2010
        Armed Forces,Connecticut,8944.0,576.0,0.3,0.1,2010
    Not in labor force,Connecticut,900988.0,5278.0,31.9,0.2,2010
    Civilian labor force,Connecticut,1910905.0,4996.0,100.0,,2010
    Percent Unemployed,Connecticut,,,7.6,0.1,2010
Females 16 years and over,Connecticut,1467561.0,1011.0,100.0,,2010
    In labor force,Connecticut,920538.0,3727.0,62.7,0.3,2010
        Civilian labor force,Connecticut,919669.0,3719.0,62.7,0.3,2010
            Employed,Connecticut,851967.0,3868.0,58.1,0.3,2010
Own children under 6 years,Connecticut,242112.0,1538.0,100.0,,2010
    All parents in family in labor force,Connecticut,160164.0,2224.0,66.2,0.8,2010
Own children 6 to 17 years,Connecticut,551221.0,1809.0,100.0,,2010
    All parents in family in labor force,Connecticut,411525.0,3585.0,74.7,0.6,2010
Population 16 years and over,Delaware,700375.0,765.0,100.0,,2010
    In labor force,Delaware,454892.0,2796.0,64.9,0.4,2010
        Civilian labor force,Delaware,451137.0,2794.0,64.4,0.4,2010
            Employed,Delaware,419062.0,2855.0,59.8,0.4,2010
            Unemployed,Delaware,32075.0,1457.0,4.6,0.2,2010
        Armed Forces,Delaware,3755.0,476.0,0.5,0.1,2010
    Not in labor force,Delaware,245483.0,2841.0,35.1,0.4,2010
    Civilian labor force,Delaware,451137.0,2794.0,100.0,,2010
    Percent Unemployed,Delaware,,,7.1,0.3,2010
Females 16 years and over,Delaware,365726.0,530.0,100.0,,2010
    In labor force,Delaware,221010.0,2139.0,60.4,0.6,2010
        Civilian labor force,Delaware,220306.0,2107.0,60.2,0.6,2010
            Employed,Delaware,205481.0,2109.0,56.2,0.6,2010
Own children under 6 years,Delaware,63984.0,798.0,100.0,,2010
    All parents in family in labor force,Delaware,43991.0,1263.0,68.8,1.8,2010
Own children 6 to 17 years,Delaware,128120.0,1086.0,100.0,,2010
    All parents in family in labor force,Delaware,97952.0,1732.0,76.5,1.2,2010
Population 16 years and over,District of Columbia,493401.0,397.0,100.0,,2010
    In labor force,District of Columbia,331098.0,2195.0,67.1,0.4,2010
        Civilian labor force,District of Columbia,328036.0,2164.0,66.5,0.4,2010
            Employed,District of Columbia,297189.0,2534.0,60.2,0.5,2010
            Unemployed,District of Columbia,30847.0,1597.0,6.3,0.3,2010
        Armed Forces,District of Columbia,3062.0,332.0,0.6,0.1,2010
    Not in labor force,District of Columbia,162303.0,2162.0,32.9,0.4,2010
    Civilian labor force,District of Columbia,328036.0,2164.0,100.0,,2010
    Percent Unemployed,District of Columbia,,,9.4,0.5,2010
Females 16 years and over,District of Columbia,263298.0,291.0,100.0,,2010
    In labor force,District of Columbia,168958.0,1704.0,64.2,0.6,2010
        Civilian labor force,District of Columbia,168303.0,1712.0,63.9,0.6,2010
            Employed,District of Columbia,153069.0,1808.0,58.1,0.7,2010
Own children under 6 years,District of Columbia,35311.0,673.0,100.0,,2010
    All parents in family in labor force,District of Columbia,23730.0,1100.0,67.2,2.6,2010
Own children 6 to 17 years,District of Columbia,58477.0,968.0,100.0,,2010
    All parents in family in labor force,District of Columbia,43322.0,1226.0,74.1,1.8,2010
Population 16 years and over,Florida,14988197.0,2948.0,100.0,,2010
    In labor force,Florida,9187180.0,14517.0,61.3,0.1,2010
        Civilian labor force,Florida,9128081.0,14366.0,60.9,0.1,2010
            Employed,Florida,8317203.0,15196.0,55.5,0.1,2010
            Unemployed,Florida,810878.0,7826.0,5.4,0.1,2010
        Armed Forces,Florida,59099.0,1970.0,0.4,0.1,2010
    Not in labor force,Florida,5801017.0,13969.0,38.7,0.1,2010
    Civilian labor force,Florida,9128081.0,14366.0,100.0,,2010
    Percent Unemployed,Florida,,,8.9,0.1,2010
Females 16 years and over,Florida,7741170.0,2518.0,100.0,,2010
    In labor force,Florida,4356664.0,9956.0,56.3,0.1,2010
        Civilian labor force,Florida,4347555.0,9989.0,56.2,0.1,2010
            Employed,Florida,3972970.0,10164.0,51.3,0.1,2010
Own children under 6 years,Florida,1233611.0,4326.0,100.0,,2010
    All parents in family in labor force,Florida,816663.0,6133.0,66.2,0.4,2010
Own children 6 to 17 years,Florida,2543429.0,5470.0,100.0,,2010
    All parents in family in labor force,Florida,1860200.0,8976.0,73.1,0.3,2010
Population 16 years and over,Georgia,7287745.0,2357.0,100.0,,2010
    In labor force,Georgia,4770546.0,9287.0,65.5,0.1,2010
        Civilian labor force,Georgia,4713921.0,9178.0,64.7,0.1,2010
            Employed,Georgia,4296760.0,9294.0,59.0,0.1,2010
            Unemployed,Georgia,417161.0,4620.0,5.7,0.1,2010
        Armed Forces,Georgia,56625.0,1674.0,0.8,0.1,2010
    Not in labor force,Georgia,2517199.0,9265.0,34.5,0.1,2010
    Civilian labor force,Georgia,4713921.0,9178.0,100.0,,2010
    Percent Unemployed,Georgia,,,8.8,0.1,2010
Females 16 years and over,Georgia,3776676.0,2559.0,100.0,,2010
    In labor force,Georgia,2258640.0,6653.0,59.8,0.2,2010
        Civilian labor force,Georgia,2251241.0,6649.0,59.6,0.2,2010
            Employed,Georgia,2048973.0,6644.0,54.3,0.2,2010
Own children under 6 years,Georgia,784824.0,2931.0,100.0,,2010
    All parents in family in labor force,Georgia,502161.0,4378.0,64.0,0.5,2010
Own children 6 to 17 years,Georgia,1521883.0,4113.0,100.0,,2010
    All parents in family in labor force,Georgia,1096470.0,6271.0,72.0,0.3,2010
Population 16 years and over,Hawaii,1068287.0,735.0,100.0,,2010
    In labor force,Hawaii,714067.0,3076.0,66.8,0.3,2010
        Civilian labor force,Hawaii,674469.0,3478.0,63.1,0.3,2010
            Employed,Hawaii,636454.0,3786.0,59.6,0.4,2010
            Unemployed,Hawaii,38015.0,1446.0,3.6,0.1,2010
        Armed Forces,Hawaii,39598.0,1587.0,3.7,0.1,2010
    Not in labor force,Hawaii,354220.0,3147.0,33.2,0.3,2010
    Civilian labor force,Hawaii,674469.0,3478.0,100.0,,2010
    Percent Unemployed,Hawaii,,,5.6,0.2,2010
Females 16 years and over,Hawaii,537019.0,539.0,100.0,,2010
    In labor force,Hawaii,329124.0,2190.0,61.3,0.4,2010
        Civilian labor force,Hawaii,323619.0,2164.0,60.3,0.4,2010
            Employed,Hawaii,308120.0,2255.0,57.4,0.4,2010
Own children under 6 years,Hawaii,96966.0,1047.0,100.0,,2010
    All parents in family in labor force,Hawaii,63448.0,1561.0,65.4,1.6,2010
Own children 6 to 17 years,Hawaii,183496.0,1510.0,100.0,,2010
    All parents in family in labor force,Hawaii,138337.0,1948.0,75.4,0.9,2010
Population 16 years and over,Idaho,1153611.0,901.0,100.0,,2010
    In labor force,Idaho,755926.0,2676.0,65.5,0.2,2010
        Civilian labor force,Idaho,751480.0,2663.0,65.1,0.2,2010
            Employed,Idaho,698898.0,2560.0,60.6,0.2,2010
            Unemployed,Idaho,52582.0,1708.0,4.6,0.1,2010
        Armed Forces,Idaho,4446.0,458.0,0.4,0.1,2010
    Not in labor force,Idaho,397685.0,2772.0,34.5,0.2,2010
    Civilian labor force,Idaho,751480.0,2663.0,100.0,,2010
    Percent Unemployed,Idaho,,,7.0,0.2,2010
Females 16 years and over,Idaho,580530.0,778.0,100.0,,2010
    In labor force,Idaho,342136.0,2245.0,58.9,0.4,2010
        Civilian labor force,Idaho,341523.0,2224.0,58.8,0.4,2010
            Employed,Idaho,319792.0,2252.0,55.1,0.4,2010
Own children under 6 years,Idaho,138836.0,1099.0,100.0,,2010
    All parents in family in labor force,Idaho,79535.0,1397.0,57.3,1.0,2010
Own children 6 to 17 years,Idaho,261472.0,1359.0,100.0,,2010
    All parents in family in labor force,Idaho,178293.0,2452.0,68.2,0.8,2010
Population 16 years and over,Illinois,9967535.0,2526.0,100.0,,2010
    In labor force,Illinois,6654048.0,9976.0,66.8,0.1,2010
        Civilian labor force,Illinois,6632592.0,9926.0,66.5,0.1,2010
            Employed,Illinois,6062848.0,11006.0,60.8,0.1,2010
            Unemployed,Illinois,569744.0,5462.0,5.7,0.1,2010
        Armed Forces,Illinois,21456.0,1125.0,0.2,0.1,2010
    Not in labor force,Illinois,3313487.0,9771.0,33.2,0.1,2010
    Civilian labor force,Illinois,6632592.0,9926.0,100.0,,2010
    Percent Unemployed,Illinois,,,8.6,0.1,2010
Females 16 years and over,Illinois,5136417.0,1890.0,100.0,,2010
    In labor force,Illinois,3137046.0,6308.0,61.1,0.1,2010
        Civilian labor force,Illinois,3133605.0,6300.0,61.0,0.1,2010
            Employed,Illinois,2880388.0,6925.0,56.1,0.1,2010
Own children under 6 years,Illinois,978908.0,3068.0,100.0,,2010
    All parents in family in labor force,Illinois,628109.0,4808.0,64.2,0.5,2010
Own children 6 to 17 years,Illinois,2031830.0,3855.0,100.0,,2010
    All parents in family in labor force,Illinois,1455688.0,6427.0,71.6,0.3,2010
Population 16 years and over,Indiana,4996762.0,1700.0,100.0,,2010
    In labor force,Indiana,3279674.0,6380.0,65.6,0.1,2010
        Civilian labor force,Indiana,3274429.0,6386.0,65.5,0.1,2010
            Employed,Indiana,2999570.0,7274.0,60.0,0.1,2010
            Unemployed,Indiana,274859.0,3715.0,5.5,0.1,2010
        Armed Forces,Indiana,5245.0,532.0,0.1,0.1,2010
    Not in labor force,Indiana,1717088.0,6321.0,34.4,0.1,2010
    Civilian labor force,Indiana,3274429.0,6386.0,100.0,,2010
    Percent Unemployed,Indiana,,,8.4,0.1,2010
Females 16 years and over,Indiana,2567336.0,1440.0,100.0,,2010
    In labor force,Indiana,1546455.0,4974.0,60.2,0.2,2010
        Civilian labor force,Indiana,1545661.0,4946.0,60.2,0.2,2010
            Employed,Indiana,1422945.0,5223.0,55.4,0.2,2010
Own children under 6 years,Indiana,499826.0,2096.0,100.0,,2010
    All parents in family in labor force,Indiana,332550.0,3516.0,66.5,0.7,2010
Own children 6 to 17 years,Indiana,1019599.0,2618.0,100.0,,2010
    All parents in family in labor force,Indiana,749497.0,4590.0,73.5,0.4,2010
Population 16 years and over,Iowa,2377835.0,1148.0,100.0,,2010
    In labor force,Iowa,1642493.0,3585.0,69.1,0.2,2010
        Civilian labor force,Iowa,1640081.0,3550.0,69.0,0.1,2010
            Employed,Iowa,1553594.0,3661.0,65.3,0.2,2010
            Unemployed,Iowa,86487.0,2048.0,3.6,0.1,2010
        Armed Forces,Iowa,2412.0,330.0,0.1,0.1,2010
    Not in labor force,Iowa,735342.0,3621.0,30.9,0.2,2010
    Civilian labor force,Iowa,1640081.0,3550.0,100.0,,2010
    Percent Unemployed,Iowa,,,5.3,0.1,2010
Females 16 years and over,Iowa,1214790.0,1113.0,100.0,,2010
    In labor force,Iowa,780456.0,2527.0,64.2,0.2,2010
        Civilian labor force,Iowa,780027.0,2550.0,64.2,0.2,2010
            Employed,Iowa,741643.0,2631.0,61.1,0.2,2010
Own children under 6 years,Iowa,230724.0,1243.0,100.0,,2010
    All parents in family in labor force,Iowa,169790.0,1917.0,73.6,0.8,2010
Own children 6 to 17 years,Iowa,460657.0,1805.0,100.0,,2010
    All parents in family in labor force,Iowa,369571.0,2711.0,80.2,0.5,2010
Population 16 years and over,Kansas,2175144.0,1325.0,100.0,,2010
    In labor force,Kansas,1494540.0,3802.0,68.7,0.2,2010
        Civilian labor force,Kansas,1479517.0,3883.0,68.0,0.2,2010
            Employed,Kansas,1390619.0,4168.0,63.9,0.2,2010
            Unemployed,Kansas,88898.0,2120.0,4.1,0.1,2010
        Armed Forces,Kansas,15023.0,1112.0,0.7,0.1,2010
    Not in labor force,Kansas,680604.0,3909.0,31.3,0.2,2010
    Civilian labor force,Kansas,1479517.0,3883.0,100.0,,2010
    Percent Unemployed,Kansas,,,6.0,0.1,2010
Females 16 years and over,Kansas,1107492.0,884.0,100.0,,2010
    In labor force,Kansas,701682.0,2460.0,63.4,0.2,2010
        Civilian labor force,Kansas,699782.0,2437.0,63.2,0.2,2010
            Employed,Kansas,659594.0,2685.0,59.6,0.2,2010
Own children under 6 years,Kansas,230280.0,1351.0,100.0,,2010
    All parents in family in labor force,Kansas,156144.0,2063.0,67.8,0.8,2010
Own children 6 to 17 years,Kansas,450161.0,1614.0,100.0,,2010
    All parents in family in labor force,Kansas,342593.0,2735.0,76.1,0.6,2010
Population 16 years and over,Kentucky,3383799.0,1613.0,100.0,,2010
    In labor force,Kentucky,2056333.0,5205.0,60.8,0.2,2010
        Civilian labor force,Kentucky,2038921.0,5065.0,60.3,0.1,2010
            Employed,Kentucky,1871531.0,5208.0,55.3,0.2,2010
            Unemployed,Kentucky,167390.0,2969.0,4.9,0.1,2010
        Armed Forces,Kentucky,17412.0,1187.0,0.5,0.1,2010
    Not in labor force,Kentucky,1327466.0,5200.0,39.2,0.2,2010
    Civilian labor force,Kentucky,2038921.0,5065.0,100.0,,2010
    Percent Unemployed,Kentucky,,,8.2,0.1,2010
Females 16 years and over,Kentucky,1741767.0,1304.0,100.0,,2010
    In labor force,Kentucky,967858.0,3500.0,55.6,0.2,2010
        Civilian labor force,Kentucky,966211.0,3572.0,55.5,0.2,2010
            Employed,Kentucky,891506.0,3707.0,51.2,0.2,2010
Own children under 6 years,Kentucky,315702.0,2212.0,100.0,,2010
    All parents in family in labor force,Kentucky,196494.0,2835.0,62.2,0.8,2010
Own children 6 to 17 years,Kentucky,633412.0,2639.0,100.0,,2010
    All parents in family in labor force,Kentucky,431720.0,4147.0,68.2,0.6,2010
Population 16 years and over,Louisiana,3455412.0,1512.0,100.0,,2010
    In labor force,Louisiana,2133382.0,6215.0,61.7,0.2,2010
        Civilian labor force,Louisiana,2116794.0,5978.0,61.3,0.2,2010
            Employed,Louisiana,1952818.0,5980.0,56.5,0.2,2010
            Unemployed,Louisiana,163976.0,3017.0,4.7,0.1,2010
        Armed Forces,Louisiana,16588.0,861.0,0.5,0.1,2010
    Not in labor force,Louisiana,1322030.0,6363.0,38.3,0.2,2010
    Civilian labor force,Louisiana,2116794.0,5978.0,100.0,,2010
    Percent Unemployed,Louisiana,,,7.7,0.1,2010
Females 16 years and over,Louisiana,1788217.0,1218.0,100.0,,2010
    In labor force,Louisiana,1008715.0,4189.0,56.4,0.2,2010
        Civilian labor force,Louisiana,1006380.0,4147.0,56.3,0.2,2010
            Employed,Louisiana,930258.0,3963.0,52.0,0.2,2010
Own children under 6 years,Louisiana,347714.0,2169.0,100.0,,2010
    All parents in family in labor force,Louisiana,228257.0,3065.0,65.6,0.8,2010
Own children 6 to 17 years,Louisiana,684748.0,3043.0,100.0,,2010
    All parents in family in labor force,Louisiana,479696.0,4349.0,70.1,0.5,2010
Population 16 years and over,Maine,1083357.0,757.0,100.0,,2010
    In labor force,Maine,706647.0,2845.0,65.2,0.3,2010
        Civilian labor force,Maine,703391.0,2849.0,64.9,0.3,2010
            Employed,Maine,657556.0,2831.0,60.7,0.3,2010
            Unemployed,Maine,45835.0,1378.0,4.2,0.1,2010
        Armed Forces,Maine,3256.0,441.0,0.3,0.1,2010
    Not in labor force,Maine,376710.0,2946.0,34.8,0.3,2010
    Civilian labor force,Maine,703391.0,2849.0,100.0,,2010
    Percent Unemployed,Maine,,,6.5,0.2,2010
Females 16 years and over,Maine,558973.0,577.0,100.0,,2010
    In labor force,Maine,340017.0,1823.0,60.8,0.3,2010
        Civilian labor force,Maine,339767.0,1829.0,60.8,0.3,2010
            Employed,Maine,320619.0,1760.0,57.4,0.3,2010
Own children under 6 years,Maine,81006.0,905.0,100.0,,2010
    All parents in family in labor force,Maine,53860.0,1326.0,66.5,1.6,2010
Own children 6 to 17 years,Maine,185569.0,1090.0,100.0,,2010
    All parents in family in labor force,Maine,141192.0,1878.0,76.1,1.0,2010
Population 16 years and over,Maryland,4503062.0,1893.0,100.0,,2010
    In labor force,Maryland,3135769.0,5659.0,69.6,0.1,2010
        Civilian labor force,Maryland,3107928.0,5759.0,69.0,0.1,2010
            Employed,Maryland,2903595.0,6156.0,64.5,0.1,2010
            Unemployed,Maryland,204333.0,2962.0,4.5,0.1,2010
        Armed Forces,Maryland,27841.0,1518.0,0.6,0.1,2010
    Not in labor force,Maryland,1367293.0,5789.0,30.4,0.1,2010
    Civilian labor force,Maryland,3107928.0,5759.0,100.0,,2010
    Percent Unemployed,Maryland,,,6.6,0.1,2010
Females 16 years and over,Maryland,2357682.0,1272.0,100.0,,2010
    In labor force,Maryland,1536176.0,4983.0,65.2,0.2,2010
        Civilian labor force,Maryland,1529848.0,4964.0,64.9,0.2,2010
            Employed,Maryland,1435240.0,4850.0,60.9,0.2,2010
Own children under 6 years,Maryland,420852.0,2370.0,100.0,,2010
    All parents in family in labor force,Maryland,293087.0,3308.0,69.6,0.7,2010
Own children 6 to 17 years,Maryland,866405.0,2900.0,100.0,,2010
    All parents in family in labor force,Maryland,673258.0,3760.0,77.7,0.4,2010
Population 16 years and over,Massachusetts,5224911.0,1629.0,100.0,,2010
    In labor force,Massachusetts,3537380.0,7132.0,67.7,0.1,2010
        Civilian labor force,Massachusetts,3531260.0,7238.0,67.6,0.1,2010
            Employed,Massachusetts,3271535.0,7325.0,62.6,0.1,2010
            Unemployed,Massachusetts,259725.0,3554.0,5.0,0.1,2010
        Armed Forces,Massachusetts,6120.0,599.0,0.1,0.1,2010
    Not in labor force,Massachusetts,1687531.0,7266.0,32.3,0.1,2010
    Civilian labor force,Massachusetts,3531260.0,7238.0,100.0,,2010
    Percent Unemployed,Massachusetts,,,7.4,0.1,2010
Females 16 years and over,Massachusetts,2733062.0,1165.0,100.0,,2010
    In labor force,Massachusetts,1722638.0,4742.0,63.0,0.2,2010
        Civilian labor force,Massachusetts,1721681.0,4744.0,63.0,0.2,2010
            Employed,Massachusetts,1609560.0,4699.0,58.9,0.2,2010
Own children under 6 years,Massachusetts,434472.0,1997.0,100.0,,2010
    All parents in family in labor force,Massachusetts,290460.0,2957.0,66.9,0.6,2010
Own children 6 to 17 years,Massachusetts,941260.0,2507.0,100.0,,2010
    All parents in family in labor force,Massachusetts,701209.0,4613.0,74.5,0.4,2010
Population 16 years and over,Michigan,7836314.0,2157.0,100.0,,2010
    In labor force,Michigan,4944003.0,10064.0,63.1,0.1,2010
        Civilian labor force,Michigan,4938337.0,10068.0,63.0,0.1,2010
            Employed,Michigan,4369785.0,10590.0,55.8,0.1,2010
            Unemployed,Michigan,568552.0,4408.0,7.3,0.1,2010
        Armed Forces,Michigan,5666.0,483.0,0.1,0.1,2010
    Not in labor force,Michigan,2892311.0,9870.0,36.9,0.1,2010
    Civilian labor force,Michigan,4938337.0,10068.0,100.0,,2010
    Percent Unemployed,Michigan,,,11.5,0.1,2010
Females 16 years and over,Michigan,4034734.0,1646.0,100.0,,2010
    In labor force,Michigan,2366655.0,6685.0,58.7,0.2,2010
        Civilian labor force,Michigan,2365928.0,6693.0,58.6,0.2,2010
            Employed,Michigan,2120401.0,6917.0,52.6,0.2,2010
Own children under 6 years,Michigan,716206.0,2333.0,100.0,,2010
    All parents in family in labor force,Michigan,472575.0,4471.0,66.0,0.6,2010
Own children 6 to 17 years,Michigan,1589158.0,2582.0,100.0,,2010
    All parents in family in labor force,Michigan,1145196.0,5359.0,72.1,0.3,2010
Population 16 years and over,Minnesota,4111966.0,1297.0,100.0,,2010
    In labor force,Minnesota,2920173.0,5079.0,71.0,0.1,2010
        Civilian labor force,Minnesota,2916931.0,5024.0,70.9,0.1,2010
            Employed,Minnesota,2730721.0,5905.0,66.4,0.1,2010
            Unemployed,Minnesota,186210.0,2902.0,4.5,0.1,2010
        Armed Forces,Minnesota,3242.0,358.0,0.1,0.1,2010
    Not in labor force,Minnesota,1191793.0,5001.0,29.0,0.1,2010
    Civilian labor force,Minnesota,2916931.0,5024.0,100.0,,2010
    Percent Unemployed,Minnesota,,,6.4,0.1,2010
Females 16 years and over,Minnesota,2088343.0,984.0,100.0,,2010
    In labor force,Minnesota,1390816.0,3144.0,66.6,0.1,2010
        Civilian labor force,Minnesota,1390498.0,3162.0,66.6,0.1,2010
            Employed,Minnesota,1315168.0,3550.0,63.0,0.2,2010
Own children under 6 years,Minnesota,410656.0,1798.0,100.0,,2010
    All parents in family in labor force,Minnesota,295164.0,2880.0,71.9,0.6,2010
Own children 6 to 17 years,Minnesota,822774.0,2332.0,100.0,,2010
    All parents in family in labor force,Minnesota,638521.0,3867.0,77.6,0.4,2010
Population 16 years and over,Mississippi,2274381.0,1499.0,100.0,,2010
    In labor force,Mississippi,1358952.0,4116.0,59.8,0.2,2010
        Civilian labor force,Mississippi,1345154.0,4184.0,59.1,0.2,2010
            Employed,Mississippi,1216050.0,4564.0,53.5,0.2,2010
            Unemployed,Mississippi,129104.0,3091.0,5.7,0.1,2010
        Armed Forces,Mississippi,13798.0,872.0,0.6,0.1,2010
    Not in labor force,Mississippi,915429.0,4294.0,40.2,0.2,2010
