label,state,estimate,moe,percent,percent moe,year
With related children under 5 years only,Iowa,,,5.0,0.7,2010
"    Families with female householder, no husband present",Iowa,,,29.8,0.9,2010
With related children under 18 years,Iowa,,,37.8,1.1,2010
With related children under 5 years only,Iowa,,,52.4,3.0,2010
    All people,Iowa,,,11.6,0.2,2010
Under 18 years,Iowa,,,14.8,0.5,2010
Related children under 18 years,Iowa,,,14.3,0.5,2010
Related children under 5 years,Iowa,,,19.1,0.8,2010
Related children 5 to 17 years,Iowa,,,12.5,0.5,2010
18 years and over,Iowa,,,10.6,0.2,2010
18 to 64 years,Iowa,,,11.2,0.2,2010
65 years and over,Iowa,,,7.7,0.2,2010
    People in families,Iowa,,,8.3,0.2,2010
Unrelated individuals 15 years and over,Iowa,,,25.1,0.4,2010
    All families,Kansas,,,8.4,0.2,2010
With related children under 18 years,Kansas,,,13.7,0.4,2010
With related children under 5 years only,Kansas,,,17.5,1.2,2010
    Married couple families,Kansas,,,3.9,0.1,2010
With related children under 18 years,Kansas,,,5.8,0.3,2010
With related children under 5 years only,Kansas,,,6.2,0.8,2010
"    Families with female householder, no husband present",Kansas,,,29.5,0.9,2010
With related children under 18 years,Kansas,,,36.6,1.1,2010
With related children under 5 years only,Kansas,,,48.4,3.0,2010
    All people,Kansas,,,12.4,0.2,2010
Under 18 years,Kansas,,,16.2,0.5,2010
Related children under 18 years,Kansas,,,15.8,0.5,2010
Related children under 5 years,Kansas,,,20.5,0.8,2010
Related children 5 to 17 years,Kansas,,,14.0,0.5,2010
18 years and over,Kansas,,,11.1,0.2,2010
18 to 64 years,Kansas,,,11.7,0.2,2010
65 years and over,Kansas,,,8.1,0.3,2010
    People in families,Kansas,,,9.5,0.3,2010
Unrelated individuals 15 years and over,Kansas,,,25.4,0.4,2010
    All families,Kentucky,,,13.5,0.2,2010
With related children under 18 years,Kentucky,,,20.8,0.4,2010
With related children under 5 years only,Kentucky,,,23.7,0.9,2010
    Married couple families,Kentucky,,,7.1,0.2,2010
With related children under 18 years,Kentucky,,,9.7,0.4,2010
With related children under 5 years only,Kentucky,,,10.3,0.8,2010
"    Families with female householder, no husband present",Kentucky,,,36.9,0.7,2010
With related children under 18 years,Kentucky,,,46.9,0.9,2010
With related children under 5 years only,Kentucky,,,55.3,2.3,2010
    All people,Kentucky,,,17.7,0.2,2010
Under 18 years,Kentucky,,,24.3,0.5,2010
Related children under 18 years,Kentucky,,,23.9,0.5,2010
Related children under 5 years,Kentucky,,,29.3,0.9,2010
Related children 5 to 17 years,Kentucky,,,21.8,0.5,2010
18 years and over,Kentucky,,,15.6,0.2,2010
18 to 64 years,Kentucky,,,16.2,0.3,2010
65 years and over,Kentucky,,,12.7,0.3,2010
    People in families,Kentucky,,,14.8,0.3,2010
Unrelated individuals 15 years and over,Kentucky,,,31.2,0.4,2010
    All families,Louisiana,,,13.8,0.2,2010
With related children under 18 years,Louisiana,,,21.0,0.4,2010
With related children under 5 years only,Louisiana,,,22.6,1.0,2010
    Married couple families,Louisiana,,,5.2,0.2,2010
With related children under 18 years,Louisiana,,,6.6,0.3,2010
With related children under 5 years only,Louisiana,,,6.5,0.7,2010
"    Families with female householder, no husband present",Louisiana,,,37.4,0.6,2010
With related children under 18 years,Louisiana,,,47.0,0.8,2010
With related children under 5 years only,Louisiana,,,52.7,1.9,2010
    All people,Louisiana,,,18.1,0.2,2010
Under 18 years,Louisiana,,,26.2,0.5,2010
Related children under 18 years,Louisiana,,,26.0,0.5,2010
Related children under 5 years,Louisiana,,,30.5,0.8,2010
Related children 5 to 17 years,Louisiana,,,24.2,0.5,2010
18 years and over,Louisiana,,,15.4,0.2,2010
18 to 64 years,Louisiana,,,15.9,0.2,2010
65 years and over,Louisiana,,,12.8,0.3,2010
    People in families,Louisiana,,,15.6,0.3,2010
Unrelated individuals 15 years and over,Louisiana,,,30.3,0.4,2010
    All families,Maine,,,8.4,0.3,2010
With related children under 18 years,Maine,,,14.7,0.6,2010
With related children under 5 years only,Maine,,,19.1,1.7,2010
    Married couple families,Maine,,,3.7,0.2,2010
With related children under 18 years,Maine,,,5.3,0.4,2010
With related children under 5 years only,Maine,,,5.9,1.2,2010
"    Families with female householder, no husband present",Maine,,,30.6,1.3,2010
With related children under 18 years,Maine,,,39.2,1.6,2010
With related children under 5 years only,Maine,,,58.8,4.1,2010
    All people,Maine,,,12.6,0.3,2010
Under 18 years,Maine,,,17.0,0.7,2010
Related children under 18 years,Maine,,,16.4,0.7,2010
Related children under 5 years,Maine,,,21.8,1.4,2010
Related children 5 to 17 years,Maine,,,14.6,0.7,2010
18 years and over,Maine,,,11.4,0.2,2010
18 to 64 years,Maine,,,11.8,0.3,2010
65 years and over,Maine,,,9.6,0.4,2010
    People in families,Maine,,,9.1,0.3,2010
Unrelated individuals 15 years and over,Maine,,,25.2,0.6,2010
    All families,Maryland,,,5.7,0.1,2010
With related children under 18 years,Maryland,,,8.7,0.3,2010
With related children under 5 years only,Maryland,,,9.2,0.7,2010
    Married couple families,Maryland,,,2.2,0.1,2010
With related children under 18 years,Maryland,,,2.6,0.2,2010
With related children under 5 years only,Maryland,,,2.8,0.4,2010
"    Families with female householder, no husband present",Maryland,,,17.1,0.5,2010
With related children under 18 years,Maryland,,,22.7,0.7,2010
With related children under 5 years only,Maryland,,,27.8,2.2,2010
    All people,Maryland,,,8.6,0.2,2010
Under 18 years,Maryland,,,10.9,0.3,2010
Related children under 18 years,Maryland,,,10.5,0.3,2010
Related children under 5 years,Maryland,,,12.6,0.5,2010
Related children 5 to 17 years,Maryland,,,9.6,0.4,2010
18 years and over,Maryland,,,7.9,0.1,2010
18 to 64 years,Maryland,,,7.8,0.2,2010
65 years and over,Maryland,,,7.9,0.2,2010
    People in families,Maryland,,,6.2,0.2,2010
Unrelated individuals 15 years and over,Maryland,,,19.2,0.4,2010
    All families,Massachusetts,,,7.5,0.2,2010
With related children under 18 years,Massachusetts,,,11.5,0.3,2010
With related children under 5 years only,Massachusetts,,,12.1,0.6,2010
    Married couple families,Massachusetts,,,2.8,0.1,2010
With related children under 18 years,Massachusetts,,,3.2,0.2,2010
With related children under 5 years only,Massachusetts,,,3.5,0.5,2010
"    Families with female householder, no husband present",Massachusetts,,,24.4,0.7,2010
With related children under 18 years,Massachusetts,,,33.4,1.0,2010
With related children under 5 years only,Massachusetts,,,39.9,1.9,2010
    All people,Massachusetts,,,10.5,0.2,2010
Under 18 years,Massachusetts,,,13.2,0.4,2010
Related children under 18 years,Massachusetts,,,12.8,0.4,2010
Related children under 5 years,Massachusetts,,,15.0,0.5,2010
Related children 5 to 17 years,Massachusetts,,,12.1,0.4,2010
18 years and over,Massachusetts,,,9.7,0.1,2010
18 to 64 years,Massachusetts,,,9.8,0.2,2010
65 years and over,Massachusetts,,,9.3,0.2,2010
    People in families,Massachusetts,,,7.6,0.2,2010
Unrelated individuals 15 years and over,Massachusetts,,,21.7,0.3,2010
    All families,Michigan,,,10.6,0.1,2010
With related children under 18 years,Michigan,,,17.0,0.3,2010
With related children under 5 years only,Michigan,,,19.8,0.6,2010
    Married couple families,Michigan,,,4.7,0.1,2010
With related children under 18 years,Michigan,,,6.8,0.2,2010
With related children under 5 years only,Michigan,,,6.6,0.5,2010
"    Families with female householder, no husband present",Michigan,,,31.8,0.5,2010
With related children under 18 years,Michigan,,,41.1,0.6,2010
With related children under 5 years only,Michigan,,,50.3,1.6,2010
    All people,Michigan,,,14.8,0.2,2010
Under 18 years,Michigan,,,20.5,0.3,2010
Related children under 18 years,Michigan,,,20.1,0.3,2010
Related children under 5 years,Michigan,,,24.0,0.5,2010
Related children 5 to 17 years,Michigan,,,18.7,0.3,2010
18 years and over,Michigan,,,13.0,0.1,2010
18 to 64 years,Michigan,,,14.0,0.1,2010
65 years and over,Michigan,,,8.3,0.2,2010
    People in families,Michigan,,,12.0,0.2,2010
Unrelated individuals 15 years and over,Michigan,,,27.6,0.2,2010
    All families,Minnesota,,,6.8,0.2,2010
With related children under 18 years,Minnesota,,,11.1,0.3,2010
With related children under 5 years only,Minnesota,,,13.4,0.6,2010
    Married couple families,Minnesota,,,2.9,0.1,2010
With related children under 18 years,Minnesota,,,4.0,0.2,2010
With related children under 5 years only,Minnesota,,,3.2,0.3,2010
"    Families with female householder, no husband present",Minnesota,,,26.2,0.7,2010
With related children under 18 years,Minnesota,,,33.4,0.9,2010
With related children under 5 years only,Minnesota,,,45.2,2.2,2010
    All people,Minnesota,,,10.6,0.2,2010
Under 18 years,Minnesota,,,13.5,0.3,2010
Related children under 18 years,Minnesota,,,13.1,0.3,2010
Related children under 5 years,Minnesota,,,15.8,0.5,2010
Related children 5 to 17 years,Minnesota,,,12.0,0.4,2010
18 years and over,Minnesota,,,9.6,0.1,2010
18 to 64 years,Minnesota,,,9.9,0.2,2010
65 years and over,Minnesota,,,8.3,0.2,2010
    People in families,Minnesota,,,7.7,0.2,2010
Unrelated individuals 15 years and over,Minnesota,,,22.2,0.3,2010
    All families,Mississippi,,,16.7,0.3,2010
With related children under 18 years,Mississippi,,,25.1,0.5,2010
With related children under 5 years only,Mississippi,,,27.1,1.4,2010
    Married couple families,Mississippi,,,6.8,0.3,2010
With related children under 18 years,Mississippi,,,9.2,0.5,2010
With related children under 5 years only,Mississippi,,,8.7,1.2,2010
"    Families with female householder, no husband present",Mississippi,,,41.1,0.8,2010
With related children under 18 years,Mississippi,,,49.9,1.0,2010
With related children under 5 years only,Mississippi,,,57.4,2.8,2010
    All people,Mississippi,,,21.2,0.3,2010
Under 18 years,Mississippi,,,30.3,0.6,2010
Related children under 18 years,Mississippi,,,30.0,0.6,2010
Related children under 5 years,Mississippi,,,34.6,1.1,2010
Related children 5 to 17 years,Mississippi,,,28.3,0.6,2010
18 years and over,Mississippi,,,18.0,0.3,2010
18 to 64 years,Mississippi,,,18.7,0.3,2010
65 years and over,Mississippi,,,14.8,0.4,2010
    People in families,Mississippi,,,18.9,0.3,2010
Unrelated individuals 15 years and over,Mississippi,,,33.6,0.6,2010
    All families,Missouri,,,10.0,0.2,2010
With related children under 18 years,Missouri,,,16.2,0.3,2010
With related children under 5 years only,Missouri,,,19.8,0.8,2010
    Married couple families,Missouri,,,4.5,0.1,2010
With related children under 18 years,Missouri,,,6.4,0.2,2010
With related children under 5 years only,Missouri,,,6.6,0.5,2010
"    Families with female householder, no husband present",Missouri,,,30.8,0.6,2010
With related children under 18 years,Missouri,,,39.4,0.8,2010
With related children under 5 years only,Missouri,,,50.8,2.0,2010
    All people,Missouri,,,14.0,0.2,2010
Under 18 years,Missouri,,,19.3,0.4,2010
Related children under 18 years,Missouri,,,18.9,0.4,2010
Related children under 5 years,Missouri,,,23.7,0.6,2010
Related children 5 to 17 years,Missouri,,,17.1,0.4,2010
18 years and over,Missouri,,,12.3,0.1,2010
18 to 64 years,Missouri,,,12.9,0.2,2010
65 years and over,Missouri,,,9.3,0.2,2010
    People in families,Missouri,,,11.1,0.2,2010
Unrelated individuals 15 years and over,Missouri,,,26.2,0.3,2010
    All families,Montana,,,9.7,0.4,2010
With related children under 18 years,Montana,,,16.6,0.7,2010
With related children under 5 years only,Montana,,,23.9,1.9,2010
    Married couple families,Montana,,,5.4,0.3,2010
With related children under 18 years,Montana,,,8.5,0.7,2010
With related children under 5 years only,Montana,,,11.4,1.9,2010
"    Families with female householder, no husband present",Montana,,,33.1,2.1,2010
With related children under 18 years,Montana,,,41.8,2.6,2010
With related children under 5 years only,Montana,,,58.5,5.0,2010
    All people,Montana,,,14.5,0.4,2010
Under 18 years,Montana,,,19.2,0.8,2010
Related children under 18 years,Montana,,,18.5,0.9,2010
Related children under 5 years,Montana,,,23.7,1.4,2010
Related children 5 to 17 years,Montana,,,16.6,1.0,2010
18 years and over,Montana,,,13.2,0.4,2010
18 to 64 years,Montana,,,14.1,0.4,2010
65 years and over,Montana,,,8.9,0.5,2010
    People in families,Montana,,,11.0,0.4,2010
Unrelated individuals 15 years and over,Montana,,,27.5,0.7,2010
    All families,Nebraska,,,7.9,0.2,2010
With related children under 18 years,Nebraska,,,13.0,0.4,2010
With related children under 5 years only,Nebraska,,,16.8,1.2,2010
    Married couple families,Nebraska,,,3.7,0.2,2010
With related children under 18 years,Nebraska,,,5.4,0.4,2010
With related children under 5 years only,Nebraska,,,6.2,0.7,2010
"    Families with female householder, no husband present",Nebraska,,,29.3,1.0,2010
With related children under 18 years,Nebraska,,,36.9,1.3,2010
