label,state,estimate,moe,percent,percent moe,year
"    Car, truck, or van -- carpooled",Oklahoma,191615.0,3363.0,11.6,0.2,2010
    Public transportation (excluding taxicab),Oklahoma,7672.0,748.0,0.5,0.1,2010
    Walked,Oklahoma,31516.0,1465.0,1.9,0.1,2010
    Other means,Oklahoma,24671.0,1063.0,1.5,0.1,2010
    Worked at home,Oklahoma,62061.0,1853.0,3.7,0.1,2010
    Mean travel time to work (minutes),Oklahoma,20.7,0.1,,,2010
Workers 16 years and over,Oregon,1720292.0,5842.0,100.0,,2010
"    Car, truck, or van -- drove alone",Oregon,1237884.0,6604.0,72.0,0.3,2010
"    Car, truck, or van -- carpooled",Oregon,185036.0,3270.0,10.8,0.2,2010
    Public transportation (excluding taxicab),Oregon,72614.0,2071.0,4.2,0.1,2010
    Walked,Oregon,67366.0,1878.0,3.9,0.1,2010
    Other means,Oregon,52588.0,1852.0,3.1,0.1,2010
    Worked at home,Oregon,104804.0,2554.0,6.1,0.1,2010
    Mean travel time to work (minutes),Oregon,22.1,0.1,,,2010
Workers 16 years and over,Pennsylvania,5799572.0,9898.0,100.0,,2010
"    Car, truck, or van -- drove alone",Pennsylvania,4433186.0,10613.0,76.4,0.1,2010
"    Car, truck, or van -- carpooled",Pennsylvania,546102.0,5902.0,9.4,0.1,2010
    Public transportation (excluding taxicab),Pennsylvania,312308.0,4530.0,5.4,0.1,2010
    Walked,Pennsylvania,231576.0,3959.0,4.0,0.1,2010
    Other means,Pennsylvania,72825.0,1949.0,1.3,0.1,2010
    Worked at home,Pennsylvania,203575.0,3172.0,3.5,0.1,2010
    Mean travel time to work (minutes),Pennsylvania,25.5,0.1,,,2010
Workers 16 years and over,Puerto Rico,1105033.0,5665.0,100.0,,2010
"    Car, truck, or van -- drove alone",Puerto Rico,849223.0,5895.0,76.9,0.3,2010
"    Car, truck, or van -- carpooled",Puerto Rico,123035.0,2385.0,11.1,0.2,2010
    Public transportation (excluding taxicab),Puerto Rico,34297.0,1213.0,3.1,0.1,2010
    Walked,Puerto Rico,43523.0,1264.0,3.9,0.1,2010
    Other means,Puerto Rico,30436.0,1181.0,2.8,0.1,2010
    Worked at home,Puerto Rico,24519.0,1517.0,2.2,0.1,2010
    Mean travel time to work (minutes),Puerto Rico,29.3,0.2,,,2010
Workers 16 years and over,Rhode Island,502098.0,2810.0,100.0,,2010
"    Car, truck, or van -- drove alone",Rhode Island,403760.0,2968.0,80.4,0.4,2010
"    Car, truck, or van -- carpooled",Rhode Island,43521.0,1830.0,8.7,0.4,2010
    Public transportation (excluding taxicab),Rhode Island,13602.0,1078.0,2.7,0.2,2010
    Walked,Rhode Island,17352.0,1179.0,3.5,0.2,2010
    Other means,Rhode Island,7250.0,724.0,1.4,0.1,2010
    Worked at home,Rhode Island,16613.0,992.0,3.3,0.2,2010
    Mean travel time to work (minutes),Rhode Island,22.9,0.2,,,2010
Workers 16 years and over,South Carolina,1989319.0,6697.0,100.0,,2010
"    Car, truck, or van -- drove alone",South Carolina,1622649.0,7213.0,81.6,0.2,2010
"    Car, truck, or van -- carpooled",South Carolina,210330.0,4143.0,10.6,0.2,2010
    Public transportation (excluding taxicab),South Carolina,12642.0,885.0,0.6,0.1,2010
    Walked,South Carolina,37033.0,1780.0,1.9,0.1,2010
    Other means,South Carolina,31619.0,1348.0,1.6,0.1,2010
    Worked at home,South Carolina,75046.0,2285.0,3.8,0.1,2010
    Mean travel time to work (minutes),South Carolina,23.2,0.1,,,2010
Workers 16 years and over,South Dakota,405497.0,2099.0,100.0,,2010
"    Car, truck, or van -- drove alone",South Dakota,314393.0,2384.0,77.5,0.5,2010
"    Car, truck, or van -- carpooled",South Dakota,40242.0,1348.0,9.9,0.3,2010
    Public transportation (excluding taxicab),South Dakota,1954.0,383.0,0.5,0.1,2010
    Walked,South Dakota,17977.0,973.0,4.4,0.2,2010
    Other means,South Dakota,6571.0,654.0,1.6,0.2,2010
    Worked at home,South Dakota,24360.0,1000.0,6.0,0.2,2010
    Mean travel time to work (minutes),South Dakota,16.5,0.2,,,2010
Workers 16 years and over,Tennessee,2753584.0,8713.0,100.0,,2010
"    Car, truck, or van -- drove alone",Tennessee,2290536.0,8885.0,83.2,0.2,2010
"    Car, truck, or van -- carpooled",Tennessee,280686.0,4548.0,10.2,0.2,2010
    Public transportation (excluding taxicab),Tennessee,21318.0,1079.0,0.8,0.1,2010
    Walked,Tennessee,38626.0,1797.0,1.4,0.1,2010
    Other means,Tennessee,30121.0,1344.0,1.1,0.1,2010
    Worked at home,Tennessee,92297.0,1775.0,3.4,0.1,2010
    Mean travel time to work (minutes),Tennessee,23.9,0.1,,,2010
Workers 16 years and over,Texas,10961232.0,13736.0,100.0,,2010
"    Car, truck, or van -- drove alone",Texas,8667704.0,14402.0,79.1,0.1,2010
"    Car, truck, or van -- carpooled",Texas,1305936.0,10775.0,11.9,0.1,2010
    Public transportation (excluding taxicab),Texas,179792.0,2668.0,1.6,0.1,2010
    Walked,Texas,192476.0,4210.0,1.8,0.1,2010
    Other means,Texas,202628.0,4161.0,1.8,0.1,2010
    Worked at home,Texas,412696.0,4372.0,3.8,0.1,2010
    Mean travel time to work (minutes),Texas,24.8,0.1,,,2010
Workers 16 years and over,Utah,1217129.0,3882.0,100.0,,2010
"    Car, truck, or van -- drove alone",Utah,921250.0,4576.0,75.7,0.3,2010
"    Car, truck, or van -- carpooled",Utah,150715.0,3077.0,12.4,0.3,2010
    Public transportation (excluding taxicab),Utah,29218.0,1198.0,2.4,0.1,2010
    Walked,Utah,34590.0,1522.0,2.8,0.1,2010
    Other means,Utah,22632.0,1091.0,1.9,0.1,2010
    Worked at home,Utah,58724.0,1327.0,4.8,0.1,2010
    Mean travel time to work (minutes),Utah,21.2,0.1,,,2010
Workers 16 years and over,Vermont,320941.0,2006.0,100.0,,2010
"    Car, truck, or van -- drove alone",Vermont,237969.0,2377.0,74.1,0.6,2010
"    Car, truck, or van -- carpooled",Vermont,33594.0,1283.0,10.5,0.4,2010
    Public transportation (excluding taxicab),Vermont,3140.0,343.0,1.0,0.1,2010
    Walked,Vermont,19778.0,962.0,6.2,0.3,2010
    Other means,Vermont,5036.0,436.0,1.6,0.1,2010
    Worked at home,Vermont,21424.0,795.0,6.7,0.2,2010
    Mean travel time to work (minutes),Vermont,21.5,0.2,,,2010
Workers 16 years and over,Virginia,3851989.0,8224.0,100.0,,2010
"    Car, truck, or van -- drove alone",Virginia,2966159.0,8764.0,77.0,0.1,2010
"    Car, truck, or van -- carpooled",Virginia,415087.0,4691.0,10.8,0.1,2010
    Public transportation (excluding taxicab),Virginia,164107.0,3526.0,4.3,0.1,2010
    Walked,Virginia,90824.0,3284.0,2.4,0.1,2010
    Other means,Virginia,53024.0,1898.0,1.4,0.1,2010
    Worked at home,Virginia,162788.0,3728.0,4.2,0.1,2010
